user_id,event_type,dress_id,body_match_score,style_score,final_rating
U2447,College,D19,0.98,0.63,3
U1873,Formal,D22,0.66,0.71,3
U276,Wedding,D198,0.63,0.86,5
U498,Party,D32,0.88,0.64,4
U1275,Wedding,D160,0.93,0.65,5
U1649,Reception,D103,0.84,0.73,5
U1277,Wedding,D150,0.87,0.9,3
U4722,Formal,D147,0.92,0.91,3
U390,Formal,D72,0.89,0.71,5
U573,Formal,D149,0.82,0.88,5
U3097,College,D129,0.89,0.7,5
U4673,Formal,D98,0.65,0.69,5
U4466,College,D122,0.72,0.8,5
U1371,Wedding,D94,0.79,0.96,3
U4114,Wedding,D4,0.91,0.95,5
U4118,College,D33,0.94,0.96,4
U520,Formal,D161,0.9,0.8,4
U3559,Festival,D92,0.91,0.68,5
U4607,Formal,D89,0.71,0.91,5
U3181,Festival,D111,0.89,0.65,4
U4443,Formal,D159,0.61,0.98,4
U395,Wedding,D90,0.71,0.64,5
U4917,Formal,D179,0.89,0.81,3
U1344,Wedding,D94,0.74,0.94,5
U4481,Wedding,D190,0.68,0.71,5
U213,Reception,D187,0.78,0.83,3
U2390,College,D122,0.81,0.93,5
U4615,Reception,D87,0.84,0.84,3
U4129,Wedding,D28,0.89,0.71,3
U4115,Reception,D87,0.96,1.0,5
U2731,Formal,D71,0.93,0.99,5
U4440,Festival,D9,0.75,0.8,4
U2952,Festival,D106,0.98,0.85,5
U3412,Party,D192,0.84,0.61,5
U4230,Reception,D120,0.95,0.87,3
U1773,Reception,D57,0.72,0.95,5
U3703,Wedding,D140,0.79,0.61,3
U4360,Festival,D177,0.63,0.8,4
U1848,Reception,D60,0.62,0.67,3
U345,Party,D180,0.74,0.72,4
U4778,Formal,D179,0.81,0.94,5
U745,Formal,D7,0.85,0.64,4
U2064,Formal,D127,0.72,0.74,3
U998,Festival,D178,0.69,0.99,3
U2137,Wedding,D198,0.95,0.82,5
U4792,Reception,D60,0.99,0.84,5
U511,Wedding,D167,0.71,0.91,3
U892,Festival,D178,0.83,0.79,4
U759,College,D168,0.73,0.89,3
U3994,Festival,D186,0.75,0.67,5
U4532,Party,D32,0.95,0.85,4
U2257,Formal,D74,0.88,0.66,4
U921,College,D68,0.89,0.99,5
U800,Festival,D126,0.73,0.62,3
U561,College,D116,0.99,0.91,3
U337,Reception,D136,0.64,0.67,3
U4154,Formal,D67,0.75,0.77,3
U2005,Reception,D80,0.7,0.88,5
U254,Party,D32,0.79,0.75,5
U4451,Party,D54,0.93,0.84,3
U3307,Reception,D193,0.88,0.81,5
U831,Formal,D89,0.75,0.74,4
U4946,Formal,D67,0.74,0.83,4
U3232,Festival,D102,0.61,0.91,3
U433,College,D45,0.67,0.66,4
U340,Wedding,D190,0.97,0.72,3
U1311,Wedding,D140,0.88,0.88,5
U2849,Party,D78,0.69,0.76,3
U831,Formal,D73,0.68,0.88,5
U1657,Wedding,D24,0.66,0.66,4
U788,Reception,D11,0.8,0.71,5
U4596,Reception,D187,0.94,0.86,5
U2830,Festival,D186,0.97,0.66,4
U2575,Wedding,D190,0.99,0.71,3
U655,Formal,D142,0.7,0.96,3
U1027,Formal,D72,0.77,0.8,5
U2379,Formal,D89,0.64,0.83,3
U4117,Wedding,D198,0.78,0.63,5
U1240,Wedding,D112,0.98,0.74,5
U2159,Festival,D66,0.7,0.9,3
U2148,Wedding,D97,0.81,0.9,3
U37,Reception,D41,0.94,0.62,3
U89,Party,D180,0.87,0.72,5
U4084,Wedding,D29,0.74,0.8,5
U1586,Formal,D77,0.6,0.68,5
U1844,Festival,D52,0.67,0.94,4
U4339,College,D129,0.84,0.98,4
U1366,Formal,D96,0.92,0.81,3
U1583,Reception,D41,0.79,0.77,5
U952,Formal,D39,0.87,0.94,5
U104,Reception,D8,0.97,0.78,5
U100,Wedding,D170,0.61,0.93,4
U175,Festival,D178,0.79,0.67,5
U2692,Wedding,D170,0.75,0.88,4
U2982,Formal,D159,0.84,0.97,5
U3528,Formal,D7,0.61,0.89,4
U2912,Formal,D7,0.86,0.63,4
U2168,Formal,D171,0.66,0.69,4
U3082,Reception,D20,0.62,0.75,4
U362,Formal,D96,0.79,0.69,5
U2146,College,D45,0.75,0.98,5
U109,Wedding,D82,0.74,0.65,5
U558,Reception,D47,0.67,0.73,3
U2273,College,D13,0.76,0.8,3
U3243,Reception,D11,0.73,0.68,5
U779,Party,D51,0.69,0.72,3
U950,Party,D95,0.88,0.79,5
U4483,Festival,D9,0.71,0.9,4
U284,Reception,D11,0.75,0.67,4
U1621,Reception,D110,0.79,0.94,4
U549,Reception,D15,0.75,0.78,3
U4866,Reception,D60,0.98,0.82,5
U2346,Wedding,D163,0.75,0.92,5
U1497,Formal,D147,0.85,0.9,3
U2349,Reception,D152,0.66,0.63,5
U1391,Festival,D148,0.65,0.61,3
U2992,Formal,D142,0.74,0.63,3
U1103,Festival,D79,0.84,0.97,3
U348,College,D172,0.94,0.65,3
U882,Party,D95,0.83,0.77,3
U2233,Festival,D111,0.91,0.85,3
U4305,Party,D99,0.79,1.0,5
U4171,Party,D99,0.89,0.73,4
U3045,Festival,D183,0.65,0.96,3
U3618,Party,D180,0.9,0.76,5
U3777,Reception,D166,0.93,0.61,3
U3810,Festival,D25,0.88,0.87,4
U620,Formal,D143,0.74,0.76,4
U1277,Wedding,D82,0.96,0.92,5
U89,Reception,D47,0.86,0.73,3
U2230,Wedding,D97,0.99,0.62,5
U3680,Party,D56,0.61,0.74,4
U818,Festival,D62,0.96,0.93,5
U416,Formal,D149,0.77,0.99,4
U3862,Festival,D102,0.93,0.87,5
U888,College,D33,0.71,0.91,5
U2772,Reception,D100,1.0,0.87,5
U4888,Reception,D139,0.81,0.97,4
U3549,Festival,D49,0.6,0.63,3
U2458,Party,D133,0.85,0.61,5
U4064,Wedding,D140,0.65,0.72,3
U2245,Reception,D181,0.76,0.86,5
U3183,Formal,D39,0.6,0.65,5
U3503,Wedding,D157,0.72,0.71,4
U2215,Festival,D106,0.74,0.64,5
U2620,Wedding,D162,0.68,0.86,3
U269,Reception,D37,0.77,0.88,3
U4088,Party,D42,0.99,0.81,5
U4099,Party,D95,0.6,0.98,4
U1738,Festival,D108,0.84,0.72,3
U3367,Wedding,D17,0.65,0.84,5
U2000,Party,D81,0.88,0.91,4
U2050,Wedding,D175,0.74,0.72,3
U4420,Festival,D153,0.84,0.76,4
U2865,Wedding,D118,0.62,0.63,4
U3513,Formal,D75,0.68,0.78,3
U2357,Reception,D189,0.7,0.88,3
U3248,Formal,D74,0.84,0.95,3
U113,College,D19,0.9,0.71,3
U1413,Reception,D31,0.63,0.74,3
U885,Wedding,D118,0.74,0.97,4
U2037,College,D45,0.97,0.81,4
U2946,College,D122,0.95,0.9,5
U2212,Reception,D31,0.68,0.69,5
U50,Festival,D106,0.99,0.7,5
U2541,Reception,D31,0.8,0.74,3
U1033,College,D124,0.98,1.0,3
U4998,Festival,D88,0.96,0.8,4
U3363,Party,D165,0.8,0.93,5
U2222,Party,D121,0.75,0.76,5
U1600,Wedding,D190,0.87,0.98,5
U4423,Reception,D110,0.99,0.86,5
U1825,Party,D128,0.94,0.88,4
U4274,Wedding,D190,0.9,0.93,5
U4440,Formal,D149,0.95,0.79,4
U1436,Reception,D46,0.68,0.87,5
U3075,Party,D95,1.0,0.66,3
U3608,College,D168,0.85,0.79,3
U4475,Reception,D47,0.79,0.66,4
U1245,Festival,D169,0.77,0.76,5
U1977,Formal,D98,0.73,0.97,4
U3586,Party,D40,0.69,0.72,4
U2591,Formal,D161,0.83,0.78,5
U3952,Festival,D62,0.88,0.91,4
U2394,Wedding,D170,0.97,0.62,5
U53,Reception,D46,0.61,0.87,3
U877,Formal,D164,0.77,0.88,5
U2370,Festival,D186,0.7,0.97,4
U2925,Festival,D108,0.76,0.87,5
U93,College,D116,0.61,0.76,4
U4853,Formal,D64,0.9,0.84,3
U3204,College,D172,0.65,0.86,3
U2773,Wedding,D163,0.67,0.73,3
U4198,Party,D40,0.75,0.98,5
U1940,Party,D99,0.64,0.79,3
U4774,Festival,D79,0.79,0.61,5
U250,Wedding,D59,0.74,0.71,3
U30,Reception,D58,0.89,0.87,4
U4860,Reception,D12,0.7,0.7,5
U3895,Formal,D142,0.64,0.87,4
U3906,Festival,D49,0.91,0.6,4
U1697,Festival,D102,0.95,0.88,4
U2649,College,D199,0.89,0.79,4
U4145,Party,D121,0.99,0.96,3
U4698,Reception,D15,0.96,0.87,4
U270,College,D156,0.68,0.87,4
U1912,Formal,D101,0.77,0.99,5
U1701,Reception,D31,0.72,0.96,4
U4291,Festival,D197,0.93,0.93,5
U2703,College,D33,0.79,0.89,3
U1156,Festival,D186,0.72,0.73,5
U1680,College,D3,0.63,0.97,4
U1755,Formal,D149,0.61,0.75,3
U3023,Formal,D73,0.71,0.65,3
U2480,Festival,D177,0.78,0.7,3
U563,Wedding,D150,0.8,0.63,5
U2015,Party,D81,0.97,0.81,4
U1359,College,D35,0.92,0.63,5
U1404,College,D155,0.83,0.98,3
U1453,Festival,D119,1.0,0.92,4
U887,Reception,D20,0.61,0.63,5
U4117,Formal,D101,0.88,0.8,5
U1911,Party,D174,0.79,0.95,5
U447,Festival,D111,0.73,0.97,5
U1024,Formal,D18,0.68,0.62,4
U4474,Formal,D184,0.68,0.6,3
U1814,Festival,D117,0.76,0.98,4
U1685,College,D91,0.69,0.63,5
U1592,Formal,D185,0.86,0.83,4
U1823,Festival,D115,0.87,0.82,3
U3768,Formal,D164,0.7,0.89,3
U976,Reception,D37,0.66,0.74,4
U3821,Wedding,D86,0.91,0.68,5
U343,Party,D42,0.99,0.89,3
U4084,Wedding,D94,0.83,0.96,3
U1829,Formal,D149,0.96,0.61,3
U4446,Reception,D136,0.68,0.71,3
U1251,Party,D132,0.68,0.64,5
U589,Festival,D148,0.92,0.64,3
U2966,Party,D192,0.71,0.81,3
U3042,Reception,D152,0.68,0.84,4
U1953,Wedding,D196,0.95,0.87,3
U3417,Reception,D47,0.66,0.76,3
U4315,Formal,D164,0.7,0.65,5
U2801,Reception,D60,0.7,0.64,3
U273,Formal,D22,0.62,0.66,4
U2100,Formal,D72,0.62,0.85,5
U4905,Formal,D75,0.72,0.87,5
U3078,Party,D182,0.73,0.95,5
U2051,Reception,D36,0.96,0.86,3
U4774,College,D35,0.66,0.64,4
U4372,Reception,D53,0.64,0.96,4
U377,Formal,D142,0.85,0.78,3
U699,Wedding,D59,0.99,0.84,3
U1086,Reception,D15,0.74,0.94,3
U1894,Party,D56,0.98,0.78,4
U2907,College,D122,0.93,0.63,5
U1604,Formal,D143,0.69,0.76,4
U3380,Wedding,D112,0.7,0.9,5
U4086,Party,D85,0.71,0.72,5
U4369,Formal,D195,0.98,0.62,5
U2097,Formal,D89,0.6,0.93,4
U376,Festival,D108,0.78,0.98,5
U19,College,D194,0.64,0.78,3
U1682,Wedding,D150,0.66,0.61,3
U98,Wedding,D94,0.85,0.81,3
U1627,Party,D135,0.64,0.98,3
U4446,Reception,D50,0.91,0.77,5
U57,College,D93,0.68,0.76,5
U3512,College,D194,0.88,0.67,3
U1456,Party,D81,0.67,0.81,5
U2440,Party,D78,0.83,0.76,4
U3821,Formal,D22,0.94,0.84,5
U681,Formal,D143,0.74,0.8,4
U4668,Party,D158,0.76,0.76,5
U4003,College,D63,0.77,0.82,5
U1918,Formal,D73,0.63,0.86,5
U4907,Formal,D64,0.86,0.85,4
U3855,Reception,D36,0.71,0.79,5
U1845,Formal,D159,0.93,0.68,5
U2605,Reception,D110,0.89,0.92,3
U3344,Wedding,D118,0.68,0.98,5
U1091,Reception,D36,0.78,0.84,3
U2832,Formal,D73,0.98,0.81,3
U1772,Festival,D62,1.0,0.62,3
U1666,College,D129,0.78,0.61,3
U3540,Festival,D34,0.9,0.76,3
U4399,Festival,D49,0.96,0.62,4
U4158,Festival,D153,0.61,0.85,4
U4334,Wedding,D28,0.67,0.69,3
U372,Formal,D6,0.82,0.87,5
U138,Formal,D144,0.78,0.75,4
U3082,Formal,D147,0.95,0.93,4
U2410,Wedding,D162,0.95,0.62,5
U3510,Formal,D142,0.72,0.86,5
U1423,Festival,D43,0.94,0.73,4
U4061,Formal,D142,0.82,0.62,4
U1778,Reception,D166,0.9,0.9,4
U3943,Wedding,D163,0.77,0.9,5
U16,Festival,D69,0.88,0.6,3
U9,Formal,D7,0.85,0.97,3
U4595,Formal,D27,0.85,0.67,4
U4382,Formal,D179,0.61,0.62,4
U1036,Formal,D84,0.89,0.87,5
U271,Party,D65,0.74,0.95,4
U3390,College,D68,0.75,0.75,4
U3668,Festival,D177,0.96,0.62,3
U934,Party,D132,0.87,0.77,5
U2021,Wedding,D175,0.67,0.9,3
U684,Reception,D44,0.77,0.94,5
U422,Formal,D127,0.77,0.69,3
U721,Reception,D166,0.65,0.62,4
U4053,Festival,D34,0.61,0.69,4
U611,Formal,D18,0.71,0.94,5
U1105,College,D13,0.9,0.76,3
U1279,Party,D95,0.92,0.81,3
U1137,Festival,D183,0.87,0.81,5
U4070,Party,D128,0.73,0.97,5
U2402,Reception,D200,0.91,1.0,3
U2705,Party,D54,0.91,0.8,3
U2679,Reception,D136,0.93,0.96,3
U2611,Reception,D188,0.79,0.74,3
U1771,Festival,D178,0.75,0.78,4
U4044,Reception,D47,0.68,0.95,5
U123,Wedding,D157,0.95,0.97,3
U3732,Reception,D5,0.86,0.87,5
U1896,Reception,D100,0.83,0.96,3
U3490,Wedding,D2,0.85,0.61,3
U1103,Reception,D200,0.92,0.76,3
U3824,Formal,D195,0.74,0.91,3
U4917,Party,D78,0.79,0.88,5
U3916,College,D122,0.87,0.73,5
U2373,College,D116,0.98,0.83,3
U562,Formal,D18,0.93,0.61,3
U2125,Festival,D183,0.6,0.61,4
U537,Reception,D58,0.69,0.67,5
U2379,Reception,D136,0.74,0.76,4
U4382,Reception,D44,0.85,0.96,3
U3195,Formal,D67,0.69,0.66,3
U605,Party,D192,0.73,0.62,5
U2735,Party,D135,0.65,0.83,4
U3313,Reception,D15,0.66,0.88,3
U1900,College,D172,0.63,0.95,4
U1978,Formal,D7,0.68,0.87,5
U3700,Formal,D27,0.7,0.85,3
U2374,Party,D42,0.99,0.63,5
U3022,Reception,D193,0.78,0.71,3
U4909,Formal,D96,0.73,0.73,4
U4276,Wedding,D90,0.61,0.73,3
U2062,Wedding,D23,0.66,0.81,3
U2411,Formal,D64,0.62,0.6,4
U2853,Wedding,D170,0.61,0.61,3
U1873,Reception,D193,0.94,0.95,5
U3517,Wedding,D157,0.73,0.87,4
U2108,Wedding,D134,1.0,0.66,4
U4118,Party,D165,0.85,0.68,4
U1758,College,D45,0.65,0.81,3
U3885,Festival,D9,0.62,0.77,4
U1870,Reception,D5,0.69,0.91,3
U1388,Formal,D7,0.91,0.6,5
U525,Formal,D6,0.75,0.91,3
U4333,Party,D95,0.98,0.95,4
U1857,Party,D42,0.63,0.62,5
U792,Formal,D164,0.7,0.96,3
U1487,Festival,D169,0.8,0.89,5
U2057,Party,D109,0.69,0.74,3
U3603,Reception,D12,0.67,0.98,5
U4944,Formal,D77,0.77,0.93,5
U2243,Wedding,D23,0.84,0.92,3
U2243,College,D146,0.65,0.72,5
U4357,Reception,D60,0.7,0.68,4
U4262,Reception,D20,0.99,0.92,4
U3075,College,D70,0.73,0.77,5
U1692,College,D45,0.69,0.78,4
U4252,Wedding,D90,0.63,0.84,4
U337,Festival,D52,0.8,0.93,4
U602,Formal,D7,0.81,0.82,4
U2234,Wedding,D175,0.75,0.76,4
U2886,Party,D137,0.87,0.68,5
U757,Festival,D138,0.95,0.8,5
U1808,Formal,D71,0.64,0.74,5
U3758,Formal,D7,0.93,0.69,5
U54,Festival,D148,0.87,0.91,3
U4416,Festival,D177,0.77,0.91,3
U4923,Reception,D181,0.89,0.67,5
U2518,Reception,D46,0.61,0.88,5
U1943,Reception,D187,0.94,0.73,4
U4633,Festival,D34,0.89,0.72,4
U2808,Festival,D106,0.72,0.76,4
U2847,Reception,D80,0.88,0.65,4
U4197,Wedding,D163,0.75,0.69,3
U632,Reception,D15,0.83,0.71,4
U120,Party,D151,0.96,0.93,5
U1115,Reception,D41,1.0,0.61,3
U4959,Party,D1,0.95,0.75,5
U2718,College,D35,0.81,0.78,5
U4009,Festival,D186,0.98,0.92,4
U1634,Wedding,D154,0.9,0.86,5
U1462,Festival,D43,0.92,0.69,3
U4864,Party,D51,0.82,0.83,5
U321,Festival,D131,0.93,0.96,4
U55,Wedding,D23,0.92,0.93,5
U4059,Reception,D31,0.68,0.9,5
U4074,Festival,D197,0.69,0.68,4
U4186,Festival,D148,0.79,0.93,5
U1494,Festival,D88,0.81,0.68,4
U3869,College,D199,0.99,0.62,3
U660,Reception,D44,0.64,0.87,3
U1380,Formal,D67,0.83,0.86,3
U2671,Festival,D106,0.71,0.82,3
U4375,College,D61,0.77,0.84,5
U2205,Party,D32,0.72,0.73,5
U2043,Festival,D66,0.67,0.65,3
U591,Formal,D149,0.87,0.69,3
U3254,Party,D180,0.74,0.76,4
U1332,Party,D56,0.7,0.77,4
U370,Festival,D66,0.97,0.84,5
U2656,Formal,D98,0.78,0.89,3
U1146,Wedding,D83,0.74,0.79,4
U4014,Festival,D153,0.95,0.98,4
U1559,Wedding,D157,0.85,0.78,4
U2977,Festival,D88,0.77,0.95,4
U1342,Party,D81,0.71,0.69,5
U3303,Festival,D177,0.83,0.87,3
U2275,College,D130,0.62,0.88,4
U1581,Formal,D143,0.91,0.64,5
U832,Wedding,D150,0.81,0.83,5
U3046,Festival,D108,0.73,0.62,3
U1201,Festival,D34,0.93,0.66,3
U3968,Party,D1,0.92,0.68,3
U1781,Festival,D169,0.78,0.74,5
U1419,Party,D180,0.82,0.93,3
U675,Festival,D105,0.66,0.63,5
U2625,Formal,D39,1.0,0.61,5
U2882,Wedding,D170,0.81,0.65,4
U204,Reception,D57,0.85,0.99,4
U4647,Wedding,D167,0.81,0.83,3
U113,College,D61,0.78,0.95,5
U81,Formal,D74,0.79,0.72,5
U890,Reception,D103,0.63,0.68,3
U2532,Wedding,D150,0.74,0.64,3
U4586,Formal,D14,0.8,0.75,4
U1868,Party,D65,0.98,0.78,4
U3629,College,D45,0.72,0.92,4
U3920,Party,D42,0.76,0.65,5
U4617,Festival,D52,0.65,0.61,5
U3451,College,D130,0.64,0.63,3
U767,Formal,D73,0.84,0.66,4
U3527,Formal,D185,0.94,0.78,4
U2199,College,D61,0.63,0.76,5
U1973,Formal,D104,0.6,0.64,5
U1380,Party,D54,0.74,0.66,5
U925,Party,D133,0.66,0.61,3
U309,Reception,D200,0.65,0.66,4
U4030,Formal,D55,0.72,0.83,3
U3481,Reception,D100,0.63,0.88,3
U4727,Reception,D12,0.96,0.92,4
U276,Reception,D189,0.63,0.78,5
U1474,College,D91,0.9,0.61,4
U4634,Wedding,D176,0.78,0.95,4
U3831,Formal,D184,0.68,0.9,3
U1469,Formal,D55,0.84,0.88,5
U2206,Festival,D105,0.79,0.93,3
U188,Wedding,D23,0.84,0.73,4
U253,Reception,D200,0.79,1.0,5
U4908,Reception,D20,0.62,0.71,4
U4110,College,D129,0.83,0.8,4
U3878,Formal,D104,0.92,0.91,3
U800,Formal,D98,0.7,0.79,3
U1706,Wedding,D26,0.93,0.8,4
U1584,Formal,D27,0.96,0.88,3
U3961,Reception,D139,0.71,0.88,4
U1226,Party,D78,0.64,0.85,5
U4856,Wedding,D94,0.73,0.98,4
U2358,College,D19,0.88,0.72,5
U1639,Party,D113,0.68,0.82,3
U1657,Festival,D105,0.65,0.86,4
U1663,Festival,D186,0.81,0.82,4
U3831,Wedding,D162,0.66,0.94,4
U1336,Wedding,D94,0.89,0.76,4
U1146,Wedding,D2,0.68,0.83,5
U3539,Reception,D189,0.82,0.8,4
U454,Formal,D27,0.76,0.88,4
U2675,Festival,D111,0.75,0.6,3
U4397,Party,D81,0.88,0.79,4
U1045,College,D35,0.79,0.72,3
U2034,Formal,D184,0.65,0.61,4
U4149,Reception,D80,0.97,0.85,5
U3348,Reception,D31,0.67,0.63,5
U2990,Reception,D47,0.87,0.93,5
U3752,Reception,D136,0.88,0.76,4
U1808,Reception,D166,0.91,0.63,5
U4122,Wedding,D140,0.73,0.74,5
U1979,Reception,D166,0.96,0.98,4
U2594,Reception,D12,0.62,0.64,3
U1070,Reception,D200,0.67,0.89,5
U1828,College,D91,0.68,0.66,3
U2199,Wedding,D26,0.83,0.98,3
U3858,Wedding,D29,0.96,0.63,4
U4886,Formal,D77,0.96,0.99,5
U3181,Party,D42,0.89,0.87,5
U499,Reception,D8,0.75,0.87,5
U4635,Festival,D9,0.96,0.91,5
U3755,College,D146,0.65,0.83,5
U419,Formal,D171,0.94,0.99,5
U329,Festival,D105,0.92,0.73,4
U1706,Wedding,D23,0.83,0.91,4
U480,Festival,D25,0.95,0.97,3
U3724,Party,D1,0.83,0.76,5
U379,Reception,D189,0.61,0.71,4
U3425,Formal,D123,0.98,0.85,4
U1942,Festival,D92,0.86,0.77,3
U1372,Wedding,D150,0.74,0.86,4
U3204,Reception,D58,0.93,0.75,5
U758,Wedding,D90,0.92,0.85,5
U3030,Party,D191,0.89,0.69,5
U3620,Formal,D73,0.62,0.75,3
U2562,Formal,D67,0.65,0.95,5
U1445,Party,D95,0.82,0.9,4
U47,Wedding,D4,0.88,0.73,5
U1260,Reception,D120,0.92,0.6,4
U4599,Formal,D96,0.9,0.63,3
U1651,Party,D109,0.62,0.8,4
U231,Formal,D84,0.83,0.72,4
U3120,Party,D99,1.0,0.67,3
U4151,Festival,D114,0.92,0.83,3
U2153,Festival,D183,0.91,0.6,3
U4191,Party,D133,0.62,0.96,5
U2607,Formal,D179,0.91,0.89,3
U1472,College,D146,0.65,0.87,3
U1701,College,D63,0.87,0.69,3
U27,College,D70,1.0,0.69,3
U2545,College,D122,0.63,0.64,3
U1146,Formal,D84,0.9,0.81,4
U1646,Wedding,D175,0.87,0.77,4
U4766,Party,D113,0.85,0.72,4
U3089,Festival,D52,0.97,0.89,3
U4287,Reception,D188,0.92,0.97,4
U1565,Formal,D73,0.89,0.88,4
U2853,Party,D113,1.0,0.78,5
U4551,Festival,D88,0.68,0.84,5
U2622,Reception,D36,0.66,0.85,5
U4082,Wedding,D4,0.83,0.78,5
U4415,Party,D180,0.79,0.75,4
U1094,Reception,D20,0.65,0.81,5
U2834,Wedding,D83,0.61,0.82,5
U2336,Festival,D131,0.71,0.66,4
U470,Festival,D197,0.88,0.65,5
U4075,Reception,D50,0.74,0.9,3
U1973,Formal,D164,0.91,0.74,5
U964,Festival,D131,0.92,0.79,4
U225,Formal,D142,0.61,0.82,5
U4469,Wedding,D175,0.85,0.61,5
U125,Formal,D6,0.72,0.96,3
U2995,Party,D191,0.6,0.67,3
U2397,Party,D81,0.86,0.75,5
U2592,Reception,D103,0.74,0.85,4
U3511,College,D199,1.0,0.67,4
U4138,Reception,D87,0.81,0.89,3
U4254,Reception,D5,0.63,0.77,5
U3740,Wedding,D198,0.75,0.76,4
U2816,Reception,D136,0.77,0.83,4
U2736,Party,D78,0.63,0.85,5
U414,Reception,D187,0.7,0.68,5
U3517,Formal,D149,0.76,0.64,5
U717,College,D91,0.86,0.88,4
U3516,Formal,D147,0.7,0.7,3
U4929,Party,D182,0.99,0.9,4
U1345,College,D16,0.6,0.8,4
U2927,Festival,D138,0.61,0.71,3
U2384,Festival,D92,0.93,0.72,3
U4458,Reception,D193,0.65,0.66,5
U3699,Reception,D103,0.64,0.71,5
U71,Party,D109,0.63,0.73,3
U4761,Wedding,D170,0.81,0.61,5
U425,Wedding,D83,0.6,0.89,5
U1485,Reception,D50,0.84,0.84,4
U2740,College,D19,0.87,0.73,3
U2231,Reception,D187,0.65,0.64,3
U3196,Wedding,D150,0.64,0.67,3
U4716,College,D3,0.86,0.83,3
U1887,Reception,D57,0.67,0.71,3
U3889,Reception,D141,0.96,0.61,5
U1453,Party,D99,0.81,0.63,4
U2716,Formal,D48,0.66,0.78,3
U4794,Reception,D31,0.97,0.89,5
U1818,Formal,D48,0.63,0.96,4
U4394,Wedding,D86,0.62,0.82,4
U4880,Reception,D41,0.83,0.79,4
U4584,Party,D109,0.87,0.74,4
U12,Formal,D125,0.61,0.7,4
U3204,Wedding,D134,0.7,0.61,5
U4382,Reception,D53,0.97,0.6,5
U2011,Formal,D147,0.65,0.65,3
U4799,Wedding,D82,0.64,0.97,5
U972,Formal,D147,0.95,0.91,5
U4126,Formal,D147,0.6,0.9,5
U2213,College,D129,0.76,0.94,5
U1666,Festival,D177,0.88,0.79,3
U4001,Party,D192,0.72,0.9,5
U2417,Formal,D127,0.81,0.67,5
U2514,Festival,D126,0.78,0.8,3
U1047,Formal,D64,0.65,0.85,5
U943,Party,D132,0.93,0.93,4
U2596,College,D19,0.84,0.67,3
U2430,Reception,D47,0.69,0.78,5
U4143,Party,D135,0.94,0.74,5
U420,Festival,D88,0.98,0.69,3
U3764,Party,D121,0.71,0.85,3
U3107,Reception,D187,0.69,0.9,5
U99,Formal,D149,0.99,0.84,4
U3568,Festival,D25,0.83,0.81,3
U4460,Party,D137,0.93,0.78,4
U2883,Festival,D138,0.85,0.61,4
U4992,Formal,D48,0.79,0.66,5
U4884,College,D45,0.6,0.91,4
U3561,Reception,D80,0.9,1.0,4
U2339,Formal,D6,0.88,0.75,4
U4936,Formal,D125,0.85,0.94,5
U2135,Wedding,D154,0.78,0.87,4
U1421,Reception,D136,0.84,0.98,4
U605,Wedding,D150,0.79,0.81,3
U2759,Festival,D106,0.83,0.83,3
U4877,Party,D42,0.76,0.78,4
U2980,Festival,D148,0.79,0.63,3
U4875,Party,D40,0.98,0.7,4
U4969,Reception,D139,0.66,0.92,4
U3313,Festival,D138,0.69,0.95,3
U1583,Reception,D181,0.87,0.96,5
U3068,Festival,D79,0.65,0.69,3
U4717,Formal,D64,0.98,0.93,4
U1993,Party,D180,0.65,1.0,4
U2067,Wedding,D173,0.81,0.62,4
U435,Festival,D138,0.84,0.7,4
U2384,Reception,D200,0.82,1.0,5
U3897,Wedding,D94,0.62,0.79,5
U3731,Festival,D114,0.64,0.78,5
U2607,College,D68,0.63,0.95,3
U2291,Party,D133,0.62,0.64,4
U4091,Wedding,D176,0.9,0.84,5
U1148,Party,D85,0.8,0.66,5
U1841,Formal,D48,0.63,0.9,4
U766,Reception,D44,0.65,0.97,3
U4583,Wedding,D82,0.88,0.66,3
U4944,Reception,D188,0.86,0.68,4
U685,Festival,D131,0.84,0.77,3
U1153,Reception,D188,0.7,0.76,5
U1141,Wedding,D112,0.88,0.82,3
U3392,Festival,D119,0.7,0.74,4
U2220,Festival,D66,0.89,0.87,5
U3573,Wedding,D86,0.63,0.72,5
U2209,College,D129,0.92,0.67,3
U2663,Wedding,D175,0.64,0.81,3
U3360,Party,D76,0.97,0.86,4
U3188,Wedding,D17,0.62,0.74,5
U1292,Formal,D98,0.91,0.65,5
U3238,College,D16,0.72,0.76,4
U4229,Festival,D153,0.92,0.72,3
U1708,Formal,D149,0.64,0.87,4
U2644,Reception,D166,0.83,0.62,5
U4367,Reception,D46,0.64,0.91,3
U1792,Festival,D131,0.71,0.84,4
U2160,Formal,D184,0.77,0.94,3
U2708,Formal,D71,0.95,0.69,5
U292,Reception,D188,0.74,0.6,3
U3314,College,D16,0.86,0.99,5
U1611,Formal,D159,0.63,0.96,5
U3877,Wedding,D118,0.67,0.81,4
U4645,Formal,D144,0.71,0.78,3
U3346,Wedding,D112,0.67,0.63,4
U179,Reception,D57,0.75,0.69,3
U1679,Formal,D147,0.93,0.76,5
U3199,Formal,D96,0.82,0.88,4
U2187,Party,D51,0.98,0.98,4
U3453,Formal,D73,0.8,0.74,5
U3489,Festival,D106,0.61,0.99,4
U2621,Wedding,D4,0.83,0.82,3
U3333,Wedding,D59,0.79,0.9,4
