user_id,event_type,dress_id,body_match_score,style_score,final_ratings
u2591,formal,d161,0.83,0.78,5
u3952,festival,d62,0.88,0.91,4
u2394,wedding,d170,0.97,0.62,5
u53,reception,d46,0.61,0.87,3
u877,formal,d164,0.77,0.88,5
u2370,festival,d186,0.7,0.97,4
u2925,festival,d108,0.76,0.87,5
u93,college,d116,0.61,0.76,4
u4853,formal,d64,0.9,0.84,3
u3204,college,d172,0.65,0.86,3
u2773,wedding,d163,0.67,0.73,3
u4198,party,d40,0.75,0.98,5
u1940,party,d99,0.64,0.79,3
u4774,festival,d79,0.79,0.61,5
u250,wedding,d59,0.74,0.71,3
u30,reception,d58,0.89,0.87,4
u4860,reception,d12,0.7,0.7,5
u3895,formal,d142,0.64,0.87,4
u3906,festival,d49,0.91,0.6,4
u1697,festival,d102,0.95,0.88,4
u2649,college,d199,0.89,0.79,4
u4145,party,d121,0.99,0.96,3
u4698,reception,d15,0.96,0.87,4
u270,college,d156,0.68,0.87,4
u1912,formal,d101,0.77,0.99,5
u1701,reception,d31,0.72,0.96,4
u4291,festival,d197,0.93,0.93,5
u2703,college,d33,0.79,0.89,3
u1156,festival,d186,0.72,0.73,5
u1680,college,d3,0.63,0.97,4
u1755,formal,d149,0.61,0.75,3
u3023,formal,d73,0.71,0.65,3
u2480,festival,d177,0.78,0.7,3
u563,wedding,d150,0.8,0.63,5
u2015,party,d81,0.97,0.81,4
u1359,college,d35,0.92,0.63,5
u1404,college,d155,0.83,0.98,3
u1453,festival,d119,1.0,0.92,4
u887,reception,d20,0.61,0.63,5
u4117,formal,d101,0.88,0.8,5
u1911,party,d174,0.79,0.95,5
u447,festival,d111,0.73,0.97,5
u1024,formal,d18,0.68,0.62,4
u4474,formal,d184,0.68,0.6,3
u1814,festival,d117,0.76,0.98,4
u1685,college,d91,0.69,0.63,5
u1592,formal,d185,0.86,0.83,4
u1823,festival,d115,0.87,0.82,3
u3768,formal,d164,0.7,0.89,3
u976,reception,d37,0.66,0.74,4
u3821,wedding,d86,0.91,0.68,5
u343,party,d42,0.99,0.89,3
u4084,wedding,d94,0.83,0.96,3
u1829,formal,d149,0.96,0.61,3
u4446,reception,d136,0.68,0.71,3
u1251,party,d132,0.68,0.64,5
u589,festival,d148,0.92,0.64,3
u2966,party,d192,0.71,0.81,3
u3042,reception,d152,0.68,0.84,4
u1953,wedding,d196,0.95,0.87,3
u3417,reception,d47,0.66,0.76,3
u4315,formal,d164,0.7,0.65,5
u2801,reception,d60,0.7,0.64,3
u273,formal,d22,0.62,0.66,4
u2100,formal,d72,0.62,0.85,5
u4905,formal,d75,0.72,0.87,5
u3078,party,d182,0.73,0.95,5
u2051,reception,d36,0.96,0.86,3
u4774,college,d35,0.66,0.64,4
u4372,reception,d53,0.64,0.96,4
u377,formal,d142,0.85,0.78,3
u699,wedding,d59,0.99,0.84,3
u1086,reception,d15,0.74,0.94,3
u1894,party,d56,0.98,0.78,4
u2907,college,d122,0.93,0.63,5
u1604,formal,d143,0.69,0.76,4
u3380,wedding,d112,0.7,0.9,5
u4086,party,d85,0.71,0.72,5
u4369,formal,d195,0.98,0.62,5
u2097,formal,d89,0.6,0.93,4
u376,festival,d108,0.78,0.98,5
u19,college,d194,0.64,0.78,3
u1682,wedding,d150,0.66,0.61,3
u98,wedding,d94,0.85,0.81,3
u1627,party,d135,0.64,0.98,3
u4446,reception,d50,0.91,0.77,5
u57,college,d93,0.68,0.76,5
u3512,college,d194,0.88,0.67,3
u1456,party,d81,0.67,0.81,5
u2440,party,d78,0.83,0.76,4
u3821,formal,d22,0.94,0.84,5
u681,formal,d143,0.74,0.8,4
u4668,party,d158,0.76,0.76,5
u4003,college,d63,0.77,0.82,5
u1918,formal,d73,0.63,0.86,5
u4907,formal,d64,0.86,0.85,4
u3855,reception,d36,0.71,0.79,5
u1845,formal,d159,0.93,0.68,5
u2605,reception,d110,0.89,0.92,3
u3344,wedding,d118,0.68,0.98,5
u1091,reception,d36,0.78,0.84,3
u2832,formal,d73,0.98,0.81,3
u1772,festival,d62,1.0,0.62,3
u1666,college,d129,0.78,0.61,3
u3540,festival,d34,0.9,0.76,3
u4399,festival,d49,0.96,0.62,4
u4158,festival,d153,0.61,0.85,4
u4334,wedding,d28,0.67,0.69,3
u372,formal,d6,0.82,0.87,5
u138,formal,d144,0.78,0.75,4
u3082,formal,d147,0.95,0.93,4
u2410,wedding,d162,0.95,0.62,5
u3510,formal,d142,0.72,0.86,5
u1423,festival,d43,0.94,0.73,4
u4061,formal,d142,0.82,0.62,4
u1778,reception,d166,0.9,0.9,4
u3943,wedding,d163,0.77,0.9,5
u16,festival,d69,0.88,0.6,3
u9,formal,d7,0.85,0.97,3
u4595,formal,d27,0.85,0.67,4
u4382,formal,d179,0.61,0.62,4
u1036,formal,d84,0.89,0.87,5
u271,party,d65,0.74,0.95,4
u3390,college,d68,0.75,0.75,4
u3668,festival,d177,0.96,0.62,3
u934,party,d132,0.87,0.77,5
u2021,wedding,d175,0.67,0.9,3
u684,reception,d44,0.77,0.94,5
u422,formal,d127,0.77,0.69,3
u721,reception,d166,0.65,0.62,4
u4053,festival,d34,0.61,0.69,4
u611,formal,d18,0.71,0.94,5
u1105,college,d13,0.9,0.76,3
u1279,party,d95,0.92,0.81,3
u1137,festival,d183,0.87,0.81,5
u4070,party,d128,0.73,0.97,5
u2402,reception,d200,0.91,1.0,3
u2705,party,d54,0.91,0.8,3
u2679,reception,d136,0.93,0.96,3
u2611,reception,d188,0.79,0.74,3
u1771,festival,d178,0.75,0.78,4
u4044,reception,d47,0.68,0.95,5
u123,wedding,d157,0.95,0.97,3
u3732,reception,d5,0.86,0.87,5
u1896,reception,d100,0.83,0.96,3
u3490,wedding,d2,0.85,0.61,3
u1103,reception,d200,0.92,0.76,3
u3824,formal,d195,0.74,0.91,3
u4917,party,d78,0.79,0.88,5
u3916,college,d122,0.87,0.73,5
u2373,college,d116,0.98,0.83,3
u562,formal,d18,0.93,0.61,3
u2125,festival,d183,0.6,0.61,4
u537,reception,d58,0.69,0.67,5
u2379,reception,d136,0.74,0.76,4
u4382,reception,d44,0.85,0.96,3
u3195,formal,d67,0.69,0.66,3
u605,party,d192,0.73,0.62,5
u2735,party,d135,0.65,0.83,4
u3313,reception,d15,0.66,0.88,3
u1900,college,d172,0.63,0.95,4
u1978,formal,d7,0.68,0.87,5
u3700,formal,d27,0.7,0.85,3
u2374,party,d42,0.99,0.63,5
u3022,reception,d193,0.78,0.71,3
u4909,formal,d96,0.73,0.73,4
u4276,wedding,d90,0.61,0.73,3
u2062,wedding,d23,0.66,0.81,3
u2411,formal,d64,0.62,0.6,4
u2853,wedding,d170,0.61,0.61,3
u1873,reception,d193,0.94,0.95,5
u3517,wedding,d157,0.73,0.87,4
u2108,wedding,d134,1.0,0.66,4
u4118,party,d165,0.85,0.68,4
u1758,college,d45,0.65,0.81,3
u3885,festival,d9,0.62,0.77,4
u1870,reception,d5,0.69,0.91,3
u1388,formal,d7,0.91,0.6,5
u525,formal,d6,0.75,0.91,3
u4333,party,d95,0.98,0.95,4
u1857,party,d42,0.63,0.62,5
u792,formal,d164,0.7,0.96,3
u1487,festival,d169,0.8,0.89,5
u2057,party,d109,0.69,0.74,3
u3603,reception,d12,0.67,0.98,5
u4944,formal,d77,0.77,0.93,5
u2243,wedding,d23,0.84,0.92,3
u2243,college,d146,0.65,0.72,5
u4357,reception,d60,0.7,0.68,4
u4262,reception,d20,0.99,0.92,4
u3075,college,d70,0.73,0.77,5
u1692,college,d45,0.69,0.78,4
u4252,wedding,d90,0.63,0.84,4
u337,festival,d52,0.8,0.93,4
u602,formal,d7,0.81,0.82,4
u2234,wedding,d175,0.75,0.76,4
u2886,party,d137,0.87,0.68,5
u757,festival,d138,0.95,0.8,5
u1808,formal,d71,0.64,0.74,5
u3758,formal,d7,0.93,0.69,5
u54,festival,d148,0.87,0.91,3
u4416,festival,d177,0.77,0.91,3
u4923,reception,d181,0.89,0.67,5
u2518,reception,d46,0.61,0.88,5
u1943,reception,d187,0.94,0.73,4
u4633,festival,d34,0.89,0.72,4
u2808,festival,d106,0.72,0.76,4
u2847,reception,d80,0.88,0.65,4
u4197,wedding,d163,0.75,0.69,3
u632,reception,d15,0.83,0.71,4
u120,party,d151,0.96,0.93,5
u1115,reception,d41,1.0,0.61,3
u4959,party,d1,0.95,0.75,5
u2718,college,d35,0.81,0.78,5
u4009,festival,d186,0.98,0.92,4
u1634,wedding,d154,0.9,0.86,5
u1462,festival,d43,0.92,0.69,3
u4864,party,d51,0.82,0.83,5
u321,festival,d131,0.93,0.96,4
u55,wedding,d23,0.92,0.93,5
u4059,reception,d31,0.68,0.9,5
u4074,festival,d197,0.69,0.68,4
u4186,festival,d148,0.79,0.93,5
u1494,festival,d88,0.81,0.68,4
u3869,college,d199,0.99,0.62,3
u660,reception,d44,0.64,0.87,3
u1380,formal,d67,0.83,0.86,3
u2671,festival,d106,0.71,0.82,3
u4375,college,d61,0.77,0.84,5
u2205,party,d32,0.72,0.73,5
u2043,festival,d66,0.67,0.65,3
u591,formal,d149,0.87,0.69,3
u3254,party,d180,0.74,0.76,4
u1332,party,d56,0.7,0.77,4
u370,festival,d66,0.97,0.84,5
u2656,formal,d98,0.78,0.89,3
u1146,wedding,d83,0.74,0.79,4
u4014,festival,d153,0.95,0.98,4
u1559,wedding,d157,0.85,0.78,4
u2977,festival,d88,0.77,0.95,4
u1342,party,d81,0.71,0.69,5
u3303,festival,d177,0.83,0.87,3
u2275,college,d130,0.62,0.88,4
u1581,formal,d143,0.91,0.64,5
u832,wedding,d150,0.81,0.83,5
u3046,festival,d108,0.73,0.62,3
u1201,festival,d34,0.93,0.66,3
u3968,party,d1,0.92,0.68,3
u1781,festival,d169,0.78,0.74,5
u1419,party,d180,0.82,0.93,3
u675,festival,d105,0.66,0.63,5
u2625,formal,d39,1.0,0.61,5
u2882,wedding,d170,0.81,0.65,4
u204,reception,d57,0.85,0.99,4
u4647,wedding,d167,0.81,0.83,3
u113,college,d61,0.78,0.95,5
u81,formal,d74,0.79,0.72,5
u890,reception,d103,0.63,0.68,3
u2532,wedding,d150,0.74,0.64,3
u4586,formal,d14,0.8,0.75,4
u1868,party,d65,0.98,0.78,4
u3629,college,d45,0.72,0.92,4
u3920,party,d42,0.76,0.65,5
u4617,festival,d52,0.65,0.61,5
u3451,college,d130,0.64,0.63,3
u767,formal,d73,0.84,0.66,4
u3527,formal,d185,0.94,0.78,4
u2199,college,d61,0.63,0.76,5
u1973,formal,d104,0.6,0.64,5
u1380,party,d54,0.74,0.66,5
u925,party,d133,0.66,0.61,3
u309,reception,d200,0.65,0.66,4
u4030,formal,d55,0.72,0.83,3
u3481,reception,d100,0.63,0.88,3
u4727,reception,d12,0.96,0.92,4
u276,reception,d189,0.63,0.78,5
u1474,college,d91,0.9,0.61,4
u4634,wedding,d176,0.78,0.95,4
u3831,formal,d184,0.68,0.9,3
u1469,formal,d55,0.84,0.88,5
u2206,festival,d105,0.79,0.93,3
u188,wedding,d23,0.84,0.73,4
u253,reception,d200,0.79,1.0,5
u4908,reception,d20,0.62,0.71,4
u4110,college,d129,0.83,0.8,4
u3878,formal,d104,0.92,0.91,3
u800,formal,d98,0.7,0.79,3
u1706,wedding,d26,0.93,0.8,4
u1584,formal,d27,0.96,0.88,3
u3961,reception,d139,0.71,0.88,4
u1226,party,d78,0.64,0.85,5
u4856,wedding,d94,0.73,0.98,4
u2358,college,d19,0.88,0.72,5
u1639,party,d113,0.68,0.82,3
u1657,festival,d105,0.65,0.86,4
u1663,festival,d186,0.81,0.82,4
u3831,wedding,d162,0.66,0.94,4
u1336,wedding,d94,0.89,0.76,4
u1146,wedding,d2,0.68,0.83,5
u3539,reception,d189,0.82,0.8,4
u454,formal,d27,0.76,0.88,4
u2675,festival,d111,0.75,0.6,3
u4397,party,d81,0.88,0.79,4
u1045,college,d35,0.79,0.72,3
u2034,formal,d184,0.65,0.61,4
u4149,reception,d80,0.97,0.85,5
u3348,reception,d31,0.67,0.63,5
u2990,reception,d47,0.87,0.93,5
u3752,reception,d136,0.88,0.76,4
u1808,reception,d166,0.91,0.63,5
u4122,wedding,d140,0.73,0.74,5
u1979,reception,d166,0.96,0.98,4
u2594,reception,d12,0.62,0.64,3
u1070,reception,d200,0.67,0.89,5
u1828,college,d91,0.68,0.66,3
u2199,wedding,d26,0.83,0.98,3
u3858,wedding,d29,0.96,0.63,4
u4886,formal,d77,0.96,0.99,5
u3181,party,d42,0.89,0.87,5
u499,reception,d8,0.75,0.87,5
u4635,festival,d9,0.96,0.91,5
u3755,college,d146,0.65,0.83,5
u419,formal,d171,0.94,0.99,5
u329,festival,d105,0.92,0.73,4
u1706,wedding,d23,0.83,0.91,4
u480,festival,d25,0.95,0.97,3
u3724,party,d1,0.83,0.76,5
u379,reception,d189,0.61,0.71,4
u3425,formal,d123,0.98,0.85,4
u1942,festival,d92,0.86,0.77,3
u1372,wedding,d150,0.74,0.86,4
u3204,reception,d58,0.93,0.75,5
u758,wedding,d90,0.92,0.85,5
u3030,party,d191,0.89,0.69,5
u3620,formal,d73,0.62,0.75,3
u2562,formal,d67,0.65,0.95,5
u1445,party,d95,0.82,0.9,4
u47,wedding,d4,0.88,0.73,5
u1260,reception,d120,0.92,0.6,4
u4599,formal,d96,0.9,0.63,3
u1651,party,d109,0.62,0.8,4
u231,formal,d84,0.83,0.72,4
u3120,party,d99,1.0,0.67,3
u4151,festival,d114,0.92,0.83,3
u2153,festival,d183,0.91,0.6,3
u4191,party,d133,0.62,0.96,5
u2607,formal,d179,0.91,0.89,3
u1472,college,d146,0.65,0.87,3
u1701,college,d63,0.87,0.69,3
u27,college,d70,1.0,0.69,3
u2545,college,d122,0.63,0.64,3
u1146,formal,d84,0.9,0.81,4
u1646,wedding,d175,0.87,0.77,4
u4766,party,d113,0.85,0.72,4
u3089,festival,d52,0.97,0.89,3
u4287,reception,d188,0.92,0.97,4
u1565,formal,d73,0.89,0.88,4
u2853,party,d113,1.0,0.78,5
u4551,festival,d88,0.68,0.84,5
u2622,reception,d36,0.66,0.85,5
u4082,wedding,d4,0.83,0.78,5
u4415,party,d180,0.79,0.75,4
u1094,reception,d20,0.65,0.81,5
u2834,wedding,d83,0.61,0.82,5
u2336,festival,d131,0.71,0.66,4
u470,festival,d197,0.88,0.65,5
u4075,reception,d50,0.74,0.9,3
u1973,formal,d164,0.91,0.74,5
u964,festival,d131,0.92,0.79,4
u225,formal,d142,0.61,0.82,5
u4469,wedding,d175,0.85,0.61,5
u125,formal,d6,0.72,0.96,3
u2995,party,d191,0.6,0.67,3
u2397,party,d81,0.86,0.75,5
u2592,reception,d103,0.74,0.85,4
u3511,college,d199,1.0,0.67,4
u4138,reception,d87,0.81,0.89,3
u4254,reception,d5,0.63,0.77,5
u3740,wedding,d198,0.75,0.76,4
u2816,reception,d136,0.77,0.83,4
u2736,party,d78,0.63,0.85,5
u414,reception,d187,0.7,0.68,5
u3517,formal,d149,0.76,0.64,5
u717,college,d91,0.86,0.88,4
u3516,formal,d147,0.7,0.7,3
u4929,party,d182,0.99,0.9,4
u1345,college,d16,0.6,0.8,4
u2927,festival,d138,0.61,0.71,3
u2384,festival,d92,0.93,0.72,3
u4458,reception,d193,0.65,0.66,5
u3699,reception,d103,0.64,0.71,5
u71,party,d109,0.63,0.73,3
u4761,wedding,d170,0.81,0.61,5
u425,wedding,d83,0.6,0.89,5
u1485,reception,d50,0.84,0.84,4
u2740,college,d19,0.87,0.73,3
u2231,reception,d187,0.65,0.64,3
u3196,wedding,d150,0.64,0.67,3
u4716,college,d3,0.86,0.83,3
u1887,reception,d57,0.67,0.71,3
u3889,reception,d141,0.96,0.61,5
u1453,party,d99,0.81,0.63,4
u2716,formal,d48,0.66,0.78,3
u4794,reception,d31,0.97,0.89,5
u1818,formal,d48,0.63,0.96,4
u4394,wedding,d86,0.62,0.82,4
u4880,reception,d41,0.83,0.79,4
u4584,party,d109,0.87,0.74,4
u12,formal,d125,0.61,0.7,4
u3204,wedding,d134,0.7,0.61,5
u4382,reception,d53,0.97,0.6,5
u2011,formal,d147,0.65,0.65,3
u4799,wedding,d82,0.64,0.97,5
u972,formal,d147,0.95,0.91,5
u4126,formal,d147,0.6,0.9,5
u2213,college,d129,0.76,0.94,5
u1666,festival,d177,0.88,0.79,3
u4001,party,d192,0.72,0.9,5
u2417,formal,d127,0.81,0.67,5
u2514,festival,d126,0.78,0.8,3
u1047,formal,d64,0.65,0.85,5
u943,party,d132,0.93,0.93,4
u2596,college,d19,0.84,0.67,3
u2430,reception,d47,0.69,0.78,5
u4143,party,d135,0.94,0.74,5
u420,festival,d88,0.98,0.69,3
u3764,party,d121,0.71,0.85,3
u3107,reception,d187,0.69,0.9,5
u99,formal,d149,0.99,0.84,4
u3568,festival,d25,0.83,0.81,3
u4460,party,d137,0.93,0.78,4
u2883,festival,d138,0.85,0.61,4
u4992,formal,d48,0.79,0.66,5
u4884,college,d45,0.6,0.91,4
u3561,reception,d80,0.9,1.0,4
u2339,formal,d6,0.88,0.75,4
u4936,formal,d125,0.85,0.94,5
u2135,wedding,d154,0.78,0.87,4
u1421,reception,d136,0.84,0.98,4
u605,wedding,d150,0.79,0.81,3
u2759,festival,d106,0.83,0.83,3
u4877,party,d42,0.76,0.78,4
u2980,festival,d148,0.79,0.63,3
u4875,party,d40,0.98,0.7,4
u4969,reception,d139,0.66,0.92,4
u3313,festival,d138,0.69,0.95,3
u1583,reception,d181,0.87,0.96,5
u3068,festival,d79,0.65,0.69,3
u4717,formal,d64,0.98,0.93,4
u1993,party,d180,0.65,1.0,4
u2067,wedding,d173,0.81,0.62,4
u435,festival,d138,0.84,0.7,4
u2384,reception,d200,0.82,1.0,5
u3897,wedding,d94,0.62,0.79,5
u3731,festival,d114,0.64,0.78,5
u2607,college,d68,0.63,0.95,3
u2291,party,d133,0.62,0.64,4
u4091,wedding,d176,0.9,0.84,5
u1148,party,d85,0.8,0.66,5
u1841,formal,d48,0.63,0.9,4
u766,reception,d44,0.65,0.97,3
u4583,wedding,d82,0.88,0.66,3
u4944,reception,d188,0.86,0.68,4
u685,festival,d131,0.84,0.77,3
u1153,reception,d188,0.7,0.76,5
u1141,wedding,d112,0.88,0.82,3
u3392,festival,d119,0.7,0.74,4
u2220,festival,d66,0.89,0.87,5
u3573,wedding,d86,0.63,0.72,5
u2209,college,d129,0.92,0.67,3
u2663,wedding,d175,0.64,0.81,3
u3360,party,d76,0.97,0.86,4
u3188,wedding,d17,0.62,0.74,5
u1292,formal,d98,0.91,0.65,5
u3238,college,d16,0.72,0.76,4
u4229,festival,d153,0.92,0.72,3
u1708,formal,d149,0.64,0.87,4
u2644,reception,d166,0.83,0.62,5
u4367,reception,d46,0.64,0.91,3
u1792,festival,d131,0.71,0.84,4
u2160,formal,d184,0.77,0.94,3
u2708,formal,d71,0.95,0.69,5
u292,reception,d188,0.74,0.6,3
u3314,college,d16,0.86,0.99,5
u1611,formal,d159,0.63,0.96,5
u3877,wedding,d118,0.67,0.81,4
u4645,formal,d144,0.71,0.78,3
u3346,wedding,d112,0.67,0.63,4
u179,reception,d57,0.75,0.69,3
u1679,formal,d147,0.93,0.76,5
u3199,formal,d96,0.82,0.88,4
u2187,party,d51,0.98,0.98,4
u3453,formal,d73,0.8,0.74,5
u3489,festival,d106,0.61,0.99,4
u2621,wedding,d4,0.83,0.82,3
u3333,wedding,d59,0.79,0.9,4
u2024,reception,d136,0.92,0.74,3
u351,reception,d80,0.88,0.71,5
u3574,wedding,d23,0.96,0.8,5
u818,festival,d186,0.99,0.71,5
u501,wedding,d17,0.98,0.73,5
u2163,wedding,d160,0.71,0.73,3
u10,reception,d57,0.89,0.66,4
u4140,formal,d72,0.73,0.75,4
u3915,reception,d110,0.65,0.68,4
u3408,wedding,d118,0.78,0.91,3
u2999,reception,d141,0.7,0.7,4
u2534,wedding,d198,0.77,0.94,4
u180,wedding,d175,1.0,0.66,5
u2136,party,d54,0.66,0.72,3
u4464,college,d146,0.71,0.8,3
u2331,wedding,d29,0.9,0.75,5
u4160,college,d194,0.67,0.76,3
u1982,festival,d197,0.9,0.97,5
u3807,formal,d147,0.87,0.74,4
u2187,party,d182,0.9,0.81,5
u368,reception,d57,0.75,0.8,5
u1207,wedding,d94,0.89,0.6,4
u1862,reception,d100,0.77,0.98,3
u2425,college,d146,0.73,0.77,3
u4306,party,d81,0.68,0.92,3
u3632,formal,d73,0.74,0.61,4
u2523,formal,d127,0.65,0.87,3
u3299,festival,d177,1.0,0.76,4
u2869,formal,d101,0.67,0.96,5
u3257,wedding,d163,0.99,0.7,5
u310,festival,d108,0.68,0.95,4
u732,wedding,d4,0.61,0.94,5
u3229,festival,d115,0.93,0.83,3
u2373,formal,d48,0.97,0.85,4
u2209,college,d33,0.8,0.85,3
u2230,wedding,d167,0.68,0.67,5
u2238,party,d42,0.61,0.85,5
u1927,formal,d184,0.64,0.71,3
u2947,festival,d105,0.97,0.67,4
u3887,formal,d39,0.99,0.84,3
u4406,reception,d189,0.73,0.72,4
u638,wedding,d162,0.76,0.7,4
u3355,formal,d184,0.77,0.7,4
u2193,formal,d7,0.62,0.71,4
u1017,reception,d47,1.0,0.85,4
u2637,college,d10,0.68,0.75,3
u1998,reception,d11,0.95,0.64,4
u4173,reception,d141,0.69,0.82,4
u142,college,d194,0.67,0.61,4
u3257,formal,d71,0.69,0.99,4
u1749,party,d132,0.68,0.93,5
u506,party,d191,0.93,0.68,4
u2647,formal,d64,0.8,0.7,3
u3517,festival,d66,0.99,0.7,3
u2109,college,d63,0.92,0.9,3
u1394,formal,d195,0.82,0.97,5
u4347,formal,d7,0.74,0.91,3
u1277,festival,d148,0.76,0.7,3
u2498,festival,d108,0.92,0.98,3
u3840,formal,d67,0.9,0.72,5
u1222,reception,d36,0.71,0.74,5
u4122,college,d146,0.89,0.85,3
u3228,reception,d120,0.84,0.71,4
u3542,formal,d73,0.97,0.83,5
u800,college,d13,0.64,0.91,4
u2105,festival,d177,0.92,0.88,3
u4128,wedding,d190,0.62,0.61,3
u4950,reception,d189,0.83,0.86,5
u166,formal,d159,0.95,0.97,5
u4560,reception,d136,0.61,0.7,5
u2468,formal,d143,0.6,0.82,4
u2399,college,d172,0.91,0.91,5
u2359,reception,d37,0.83,0.86,5
u4068,wedding,d28,0.75,0.62,4
u35,formal,d171,0.94,0.86,4
u2652,formal,d74,0.93,0.62,4
u1131,formal,d96,0.88,0.98,5
u3946,wedding,d17,0.65,0.95,3
u301,festival,d9,0.91,0.79,4
u577,formal,d55,0.62,0.69,5
u3986,formal,d48,0.8,0.96,3
u282,college,d10,0.87,0.97,3
u1399,college,d194,0.74,0.86,4
u127,reception,d58,0.86,0.63,4
u2331,festival,d92,0.6,0.72,4
u4108,formal,d64,0.91,0.62,5
u596,formal,d84,0.76,0.67,4
u2555,college,d130,0.85,0.94,3
u3794,party,d113,0.92,0.61,4
u4839,formal,d145,0.61,0.71,5
u1981,party,d42,0.85,0.72,3
u2815,formal,d75,0.65,0.61,5
u3727,reception,d47,0.96,0.74,4
u1725,formal,d145,0.62,0.85,4
u2668,festival,d117,0.97,0.81,4
u1442,party,d81,0.81,0.6,4
u2454,party,d78,0.67,0.78,5
u1578,festival,d106,0.83,0.68,4
u3045,formal,d75,0.81,0.62,5
u3103,wedding,d162,0.94,0.75,5
u12,college,d168,0.81,0.63,3
u2090,party,d192,0.98,0.7,3
u2008,college,d19,0.81,0.98,5
u840,festival,d105,0.87,0.72,3
u1082,reception,d60,0.99,0.98,3
u500,college,d10,0.85,0.68,5
u2597,reception,d11,0.86,1.0,4
u387,festival,d62,0.98,0.62,4
u1751,formal,d96,0.66,0.8,3
u3717,formal,d184,0.64,0.82,3
u181,reception,d12,0.87,0.66,5
u2333,formal,d104,0.72,0.64,5
u204,reception,d141,0.96,0.87,3
u3009,formal,d149,0.77,0.94,3
u2798,reception,d31,0.64,0.67,4
u4268,wedding,d112,0.66,0.9,4
u3426,party,d32,0.72,0.65,4
u3183,reception,d11,0.74,0.69,5
u646,college,d93,0.69,0.81,5
u132,reception,d15,0.93,0.88,5
u639,wedding,d167,0.83,0.89,5
u1275,party,d174,0.78,0.81,3
u966,formal,d171,0.78,0.84,4
u2758,reception,d136,0.6,0.88,3
u218,party,d85,0.63,0.68,3
u43,college,d172,0.62,0.65,3
u4216,wedding,d134,0.61,0.99,5
u851,party,d76,0.64,0.78,3
u1003,formal,d144,0.82,0.81,3
u2395,college,d93,0.75,0.6,3
u39,formal,d179,0.79,0.8,5
u562,formal,d164,0.72,0.66,4
u2811,reception,d100,0.93,0.66,5
u3195,formal,d104,0.83,0.77,5
u915,reception,d20,0.67,0.91,3
u3865,festival,d114,0.85,0.94,5
u1225,festival,d138,0.85,0.65,5
u4889,reception,d120,0.99,0.8,3
u2648,formal,d71,0.61,0.85,5
u2625,party,d174,0.68,0.75,4
u4608,reception,d188,0.6,0.67,5
u2466,reception,d166,0.62,0.76,5
u4635,college,d68,0.75,0.99,5
u2492,festival,d126,0.62,0.95,4
u4616,party,d76,0.61,0.7,3
u737,party,d135,0.72,0.85,4
u947,wedding,d150,0.72,0.86,5
u1775,party,d32,0.73,0.97,5
u128,party,d99,0.67,0.71,3
u126,party,d132,0.71,0.91,4
u1983,wedding,d118,0.63,0.86,4
u4828,wedding,d154,0.73,0.95,5
u1204,college,d168,0.73,1.0,4
u779,reception,d136,0.82,0.94,3
u3549,festival,d153,0.77,0.72,4
u1608,formal,d84,0.73,0.98,3
u1645,festival,d52,0.91,0.75,4
u2164,college,d93,0.85,0.8,4
u439,party,d121,0.88,0.81,4
u3649,wedding,d4,0.76,0.99,3
u705,festival,d177,0.67,0.87,4
u4858,reception,d5,0.98,0.95,4
u4736,formal,d159,0.88,0.7,3
u1527,formal,d73,0.91,0.65,5
u3653,festival,d25,0.64,0.74,3
u4652,formal,d67,0.98,0.88,3
u703,reception,d44,0.71,0.86,3
u3056,college,d156,0.62,0.65,3
u1476,college,d146,0.91,0.66,5
u2394,wedding,d86,0.81,0.89,5
u1571,festival,d153,0.62,0.71,3
u1100,formal,d127,0.97,0.78,3
u604,formal,d147,0.97,0.68,5
u3828,reception,d12,0.77,0.98,5
u4076,college,d13,0.84,0.87,5
u3974,festival,d34,0.72,0.73,4
u876,reception,d152,0.75,0.67,3
u4731,festival,d69,0.97,0.9,3
u2025,festival,d115,0.78,0.64,5
u389,wedding,d90,0.98,0.78,5
u4580,festival,d69,0.91,0.86,3
u4568,formal,d159,0.92,0.61,5
u3594,festival,d153,0.9,0.96,5
u2457,party,d78,0.9,0.7,3
u4633,college,d156,0.8,0.93,5
u3354,college,d10,1.0,0.64,3
u2351,wedding,d157,0.72,0.95,5
u2174,college,d129,0.9,0.75,3
u148,formal,d101,0.99,0.87,4
u4369,formal,d74,0.83,0.76,3
u2753,festival,d66,0.99,0.7,4
u1360,wedding,d163,0.88,0.64,4
u4413,party,d151,0.61,0.76,4
u1001,college,d122,0.69,0.99,3
u3769,formal,d89,0.74,0.73,5
u3623,formal,d6,0.7,0.69,5
u1504,reception,d41,0.92,0.99,5
u1526,wedding,d163,0.67,0.88,5
u4209,college,d199,1.0,0.83,5
u1949,wedding,d30,0.79,0.98,4
u4688,wedding,d26,0.84,0.8,3
u3196,festival,d106,0.7,0.94,5
u375,formal,d22,0.65,0.84,5
u655,reception,d136,0.85,0.89,5
u3263,wedding,d82,0.97,0.93,3
u25,college,d10,0.65,0.74,3
u1882,college,d124,0.89,0.77,3
u2690,wedding,d140,0.85,0.73,4
u3519,formal,d101,0.96,0.69,3
u75,college,d116,0.7,0.86,3
u648,party,d137,0.85,0.8,4
u4021,party,d132,0.7,0.71,4
u4388,wedding,d140,0.99,0.62,5
