product_id,product_name,hair_type,routine_type
674,hair mask o 672,high porosity,Treatment
3767,shampoo i 620,high porosity,Wash
1824,conditioner b 126,high porosity,Wash
2956,hair mask k 970,scalp issues,Treatment
6691,shampoo m 757,low porosity,Wash
3508,hair mask g 59,scalp issues,Treatment
8620,hair mask o 945,high porosity,Treatment
9767,conditioner n 843,scalp issues,Wash
9929,conditioner n 654,scalp issues,Wash
2361,conditioner f 456,low porosity,Wash
4441,conditioner b 755,high porosity,Wash
2981,conditioner n 403,scalp issues,Wash
1697,serum h 629,low porosity,Treatment
4902,hair mask k 220,scalp issues,Treatment
8838,hair mask o 489,high porosity,Treatment
379,shampoo e 275,high porosity,Wash
8987,serum h 629,low porosity,Treatment
3321,shampoo m 152,low porosity,Wash
3141,serum h 525,low porosity,Treatment
7502,shampoo i 20,high porosity,Wash
1292,hair mask g 464,scalp issues,Treatment
2727,hair mask o 731,high porosity,Treatment
9639,conditioner b 820,high porosity,Wash
2165,hair mask o 216,high porosity,Treatment
3848,hair mask k 908,scalp issues,Treatment
1724,serum l 873,high porosity,Treatment
5233,serum l 222,high porosity,Treatment
3501,serum h 459,low porosity,Treatment
7147,conditioner f 207,low porosity,Wash
7156,shampoo i 933,high porosity,Wash
8228,hair mask c 400,low porosity,Treatment
3482,conditioner b 697,high porosity,Wash
1999,shampoo a 102,low porosity,Wash
2536,conditioner b 847,high porosity,Wash
3335,shampoo m 889,low porosity,Wash
7200,shampoo e 341,high porosity,Wash
9779,hair mask c 940,low porosity,Treatment
8095,serum l 501,high porosity,Treatment
1282,serum d 970,scalp issues,Treatment
6182,hair mask g 803,scalp issues,Treatment
9706,hair mask g 728,scalp issues,Treatment
2683,hair mask o 285,high porosity,Treatment
8941,shampoo m 770,low porosity,Wash
8902,hair mask o 690,high porosity,Treatment
4503,hair mask g 379,scalp issues,Treatment
5452,hair mask o 152,high porosity,Treatment
7827,conditioner f 997,low porosity,Wash
1092,shampoo m 628,low porosity,Wash
3783,shampoo a 82,low porosity,Wash
371,serum h 79,low porosity,Treatment
1384,conditioner n 407,scalp issues,Wash
7512,shampoo a 242,low porosity,Wash
3387,serum d 792,scalp issues,Treatment
974,conditioner j 303,low porosity,Wash
9924,conditioner b 858,high porosity,Wash
9062,serum h 398,low porosity,Treatment
2324,serum h 370,low porosity,Treatment
2907,hair mask o 638,high porosity,Treatment
6194,hair mask c 5,low porosity,Treatment
3198,shampoo a 485,low porosity,Wash
3254,serum l 248,high porosity,Treatment
5,shampoo e 709,high porosity,Wash
5216,shampoo a 563,low porosity,Wash
9786,shampoo m 899,low porosity,Wash
8904,serum l 662,high porosity,Treatment
8978,hair mask o 104,high porosity,Treatment
5189,serum l 881,high porosity,Treatment
6073,shampoo e 57,high porosity,Wash
3139,shampoo a 608,low porosity,Wash
4177,serum d 448,scalp issues,Treatment
5156,shampoo m 955,low porosity,Wash
3353,shampoo e 867,high porosity,Wash
8091,conditioner b 301,high porosity,Wash
4803,serum l 295,high porosity,Treatment
3978,hair mask o 765,high porosity,Treatment
1423,serum l 333,high porosity,Treatment
1881,conditioner b 21,high porosity,Wash
7548,shampoo e 122,high porosity,Wash
7834,hair mask o 119,high porosity,Treatment
1528,conditioner f 576,low porosity,Wash
4773,conditioner f 699,low porosity,Wash
7176,serum l 802,high porosity,Treatment
982,hair mask o 523,high porosity,Treatment
5756,shampoo i 459,high porosity,Wash
9619,hair mask o 770,high porosity,Treatment
1698,hair mask o 321,high porosity,Treatment
7508,hair mask g 207,scalp issues,Treatment
9865,serum l 748,high porosity,Treatment
7076,serum d 490,scalp issues,Treatment
1169,shampoo a 388,low porosity,Wash
1580,serum h 230,low porosity,Treatment
8011,shampoo e 20,high porosity,Wash
5771,hair mask c 235,low porosity,Treatment
7041,shampoo e 879,high porosity,Wash
5366,conditioner f 2,low porosity,Wash
4832,shampoo m 131,low porosity,Wash
6316,shampoo i 780,high porosity,Wash
6230,conditioner j 170,low porosity,Wash
2312,hair mask k 833,scalp issues,Treatment
2791,hair mask c 138,low porosity,Treatment
330,serum h 565,low porosity,Treatment
6094,hair mask o 258,high porosity,Treatment
7740,shampoo e 853,high porosity,Wash
3981,shampoo e 135,high porosity,Wash
8731,shampoo i 785,high porosity,Wash
4199,conditioner j 91,low porosity,Wash
9163,hair mask g 897,scalp issues,Treatment
4715,hair mask o 162,high porosity,Treatment
1332,serum l 15,high porosity,Treatment
4446,hair mask g 937,scalp issues,Treatment
9985,hair mask k 372,scalp issues,Treatment
4713,conditioner b 272,high porosity,Wash
8217,shampoo e 366,high porosity,Wash
2510,conditioner n 774,scalp issues,Wash
9481,shampoo e 69,high porosity,Wash
7887,shampoo i 780,high porosity,Wash
5425,hair mask g 264,scalp issues,Treatment
3810,serum d 156,scalp issues,Treatment
2841,serum l 632,high porosity,Treatment
3123,conditioner j 717,low porosity,Wash
5494,serum l 995,high porosity,Treatment
6483,hair mask o 642,high porosity,Treatment
3307,serum d 955,scalp issues,Treatment
9512,hair mask k 160,scalp issues,Treatment
6111,hair mask g 110,scalp issues,Treatment
4939,shampoo a 423,low porosity,Wash
4719,serum l 619,high porosity,Treatment
9124,shampoo m 992,low porosity,Wash
7535,shampoo e 579,high porosity,Wash
891,conditioner b 997,high porosity,Wash
7133,conditioner f 91,low porosity,Wash
7699,shampoo m 671,low porosity,Wash
2437,hair mask c 855,low porosity,Treatment
11,hair mask g 446,scalp issues,Treatment
7728,conditioner f 90,low porosity,Wash
3246,conditioner j 37,low porosity,Wash
3161,hair mask g 290,scalp issues,Treatment
2774,conditioner b 799,high porosity,Wash
745,hair mask k 631,scalp issues,Treatment
5945,shampoo e 880,high porosity,Wash
6288,shampoo e 184,high porosity,Wash
9414,serum h 259,low porosity,Treatment
6076,serum d 931,scalp issues,Treatment
7887,hair mask c 708,low porosity,Treatment
7905,hair mask o 206,high porosity,Treatment
4261,conditioner b 376,high porosity,Wash
4322,hair mask o 562,high porosity,Treatment
3705,hair mask k 208,scalp issues,Treatment
5549,conditioner b 54,high porosity,Wash
6685,serum l 40,high porosity,Treatment
600,conditioner j 106,low porosity,Wash
8831,shampoo m 444,low porosity,Wash
8856,hair mask g 143,scalp issues,Treatment
9657,serum l 115,high porosity,Treatment
7987,conditioner b 379,high porosity,Wash
8826,conditioner j 609,low porosity,Wash
6104,serum l 435,high porosity,Treatment
1005,conditioner f 794,low porosity,Wash
708,hair mask k 876,scalp issues,Treatment
7845,hair mask c 264,low porosity,Treatment
8742,serum h 449,low porosity,Treatment
9833,hair mask o 545,high porosity,Treatment
5461,conditioner n 335,scalp issues,Wash
3665,hair mask k 69,scalp issues,Treatment
6609,conditioner j 69,low porosity,Wash
359,hair mask k 237,scalp issues,Treatment
2570,hair mask k 138,scalp issues,Treatment
2098,hair mask c 567,low porosity,Treatment
4928,conditioner f 700,low porosity,Wash
5190,hair mask o 529,high porosity,Treatment
7174,serum h 521,low porosity,Treatment
8563,serum h 26,low porosity,Treatment
6210,serum d 328,scalp issues,Treatment
3545,conditioner f 488,low porosity,Wash
4636,hair mask o 835,high porosity,Treatment
5640,conditioner f 376,low porosity,Wash
8394,shampoo i 418,high porosity,Wash
2809,conditioner j 737,low porosity,Wash
1104,serum h 455,low porosity,Treatment
786,shampoo a 762,low porosity,Wash
4548,conditioner b 564,high porosity,Wash
5588,conditioner j 246,low porosity,Wash
8513,conditioner b 583,high porosity,Wash
1872,conditioner b 801,high porosity,Wash
4542,conditioner n 872,scalp issues,Wash
1685,hair mask k 184,scalp issues,Treatment
4282,conditioner n 167,scalp issues,Wash
563,conditioner b 377,high porosity,Wash
3917,hair mask o 309,high porosity,Treatment
1506,conditioner j 419,low porosity,Wash
4442,shampoo m 508,low porosity,Wash
5063,conditioner f 145,low porosity,Wash
87,hair mask o 428,high porosity,Treatment
1362,shampoo e 228,high porosity,Wash
5558,shampoo a 858,low porosity,Wash
2457,serum h 944,low porosity,Treatment
4747,serum h 267,low porosity,Treatment
4593,serum h 615,low porosity,Treatment
6937,shampoo m 685,low porosity,Wash
7860,conditioner b 194,high porosity,Wash
1737,shampoo i 730,high porosity,Wash
4040,serum d 581,scalp issues,Treatment
7530,shampoo e 759,high porosity,Wash
4470,shampoo e 702,high porosity,Wash
2461,shampoo i 393,high porosity,Wash
2315,shampoo m 729,low porosity,Wash
4821,hair mask g 467,scalp issues,Treatment
3421,conditioner b 687,high porosity,Wash
1970,serum l 386,high porosity,Treatment
5843,shampoo m 949,low porosity,Wash
2814,shampoo m 659,low porosity,Wash
9813,conditioner n 250,scalp issues,Wash
7322,serum d 525,scalp issues,Treatment
8694,hair mask o 672,high porosity,Treatment
2945,serum l 513,high porosity,Treatment
8893,shampoo a 234,low porosity,Wash
3528,hair mask g 558,scalp issues,Treatment
5742,conditioner f 571,low porosity,Wash
3250,shampoo m 327,low porosity,Wash
893,hair mask o 911,high porosity,Treatment
212,serum l 921,high porosity,Treatment
8510,conditioner f 409,low porosity,Wash
5603,shampoo e 175,high porosity,Wash
7701,hair mask k 695,scalp issues,Treatment
4044,shampoo e 456,high porosity,Wash
6147,serum h 936,low porosity,Treatment
4691,serum h 651,low porosity,Treatment
2294,hair mask g 634,scalp issues,Treatment
5462,conditioner j 104,low porosity,Wash
6389,hair mask g 237,scalp issues,Treatment
4218,shampoo m 236,low porosity,Wash
8413,conditioner j 634,low porosity,Wash
2201,shampoo i 257,high porosity,Wash
6988,conditioner b 370,high porosity,Wash
6718,conditioner f 122,low porosity,Wash
7196,serum h 470,low porosity,Treatment
2158,serum h 773,low porosity,Treatment
2523,hair mask g 520,scalp issues,Treatment
605,shampoo e 298,high porosity,Wash
1716,shampoo m 101,low porosity,Wash
552,shampoo e 287,high porosity,Wash
5119,hair mask o 574,high porosity,Treatment
6168,conditioner j 242,low porosity,Wash
3593,shampoo m 210,low porosity,Wash
5696,shampoo a 846,low porosity,Wash
6087,shampoo e 147,high porosity,Wash
8281,shampoo e 746,high porosity,Wash
9222,shampoo e 243,high porosity,Wash
8967,shampoo e 311,high porosity,Wash
1361,conditioner n 84,scalp issues,Wash
4301,conditioner b 185,high porosity,Wash
2306,shampoo m 999,low porosity,Wash
5595,serum l 421,high porosity,Treatment
8005,shampoo e 817,high porosity,Wash
1794,shampoo m 960,low porosity,Wash
735,conditioner j 767,low porosity,Wash
5946,shampoo e 597,high porosity,Wash
9141,shampoo m 244,low porosity,Wash
9800,serum d 431,scalp issues,Treatment
235,conditioner n 525,scalp issues,Wash
7935,conditioner f 510,low porosity,Wash
1119,shampoo a 480,low porosity,Wash
5937,conditioner n 383,scalp issues,Wash
4576,hair mask k 285,scalp issues,Treatment
1754,conditioner j 519,low porosity,Wash
7552,conditioner b 315,high porosity,Wash
7624,shampoo a 717,low porosity,Wash
1933,hair mask g 965,scalp issues,Treatment
3665,hair mask k 22,scalp issues,Treatment
921,hair mask c 716,low porosity,Treatment
869,conditioner j 301,low porosity,Wash
1379,shampoo e 225,high porosity,Wash
2267,serum d 552,scalp issues,Treatment
6400,hair mask k 906,scalp issues,Treatment
5576,serum d 855,scalp issues,Treatment
8315,conditioner b 535,high porosity,Wash
7165,hair mask k 558,scalp issues,Treatment
6005,conditioner f 823,low porosity,Wash
5560,shampoo a 316,low porosity,Wash
9668,hair mask c 121,low porosity,Treatment
6266,shampoo a 882,low porosity,Wash
8575,conditioner b 671,high porosity,Wash
2257,shampoo a 11,low porosity,Wash
5770,hair mask k 758,scalp issues,Treatment
1437,shampoo m 119,low porosity,Wash
8953,conditioner j 48,low porosity,Wash
1939,conditioner j 6,low porosity,Wash
6031,hair mask g 978,scalp issues,Treatment
9454,conditioner n 43,scalp issues,Wash
8649,hair mask o 675,high porosity,Treatment
946,shampoo a 815,low porosity,Wash
2408,hair mask c 765,low porosity,Treatment
1822,hair mask k 784,scalp issues,Treatment
7797,serum l 539,high porosity,Treatment
2435,conditioner n 60,scalp issues,Wash
8778,shampoo e 990,high porosity,Wash
3510,conditioner j 22,low porosity,Wash
2128,shampoo i 54,high porosity,Wash
8830,hair mask k 257,scalp issues,Treatment
1974,conditioner j 116,low porosity,Wash
2442,serum d 695,scalp issues,Treatment
2709,conditioner b 456,high porosity,Wash
9649,shampoo e 661,high porosity,Wash
4892,hair mask o 888,high porosity,Treatment
51,conditioner b 188,high porosity,Wash
4742,serum h 281,low porosity,Treatment
6645,hair mask c 648,low porosity,Treatment
7127,serum h 526,low porosity,Treatment
4870,hair mask o 866,high porosity,Treatment
8914,shampoo i 656,high porosity,Wash
8326,shampoo i 523,high porosity,Wash
8705,hair mask c 553,low porosity,Treatment
5014,shampoo m 51,low porosity,Wash
8812,shampoo i 339,high porosity,Wash
6965,conditioner j 244,low porosity,Wash
8748,serum d 540,scalp issues,Treatment
4001,serum l 29,high porosity,Treatment
8825,conditioner b 870,high porosity,Wash
5558,conditioner n 940,scalp issues,Wash
9392,hair mask o 779,high porosity,Treatment
5649,serum l 768,high porosity,Treatment
5177,hair mask k 850,scalp issues,Treatment
1703,serum d 784,scalp issues,Treatment
4250,shampoo e 436,high porosity,Wash
7969,hair mask k 266,scalp issues,Treatment
9857,conditioner n 351,scalp issues,Wash
958,conditioner f 91,low porosity,Wash
4441,hair mask o 826,high porosity,Treatment
1046,serum l 633,high porosity,Treatment
1883,serum h 314,low porosity,Treatment
6584,serum l 290,high porosity,Treatment
2610,hair mask o 974,high porosity,Treatment
590,conditioner n 277,scalp issues,Wash
8086,shampoo e 356,high porosity,Wash
2974,conditioner f 860,low porosity,Wash
6549,shampoo a 289,low porosity,Wash
4906,shampoo a 121,low porosity,Wash
5853,hair mask c 155,low porosity,Treatment
4261,hair mask c 180,low porosity,Treatment
1941,conditioner n 489,scalp issues,Wash
1965,serum d 805,scalp issues,Treatment
4673,serum d 409,scalp issues,Treatment
662,shampoo i 678,high porosity,Wash
4901,shampoo e 5,high porosity,Wash
7688,serum l 616,high porosity,Treatment
7301,serum h 150,low porosity,Treatment
6187,conditioner b 746,high porosity,Wash
5271,shampoo a 823,low porosity,Wash
9916,hair mask g 248,scalp issues,Treatment
5659,shampoo m 626,low porosity,Wash
1487,serum d 220,scalp issues,Treatment
7614,shampoo a 762,low porosity,Wash
6588,hair mask o 841,high porosity,Treatment
4825,serum h 395,low porosity,Treatment
572,hair mask g 540,scalp issues,Treatment
8531,hair mask k 213,scalp issues,Treatment
4367,conditioner b 931,high porosity,Wash
8278,hair mask o 958,high porosity,Treatment
4655,serum l 22,high porosity,Treatment
905,hair mask c 515,low porosity,Treatment
7065,hair mask g 393,scalp issues,Treatment
7248,hair mask c 200,low porosity,Treatment
1733,hair mask k 578,scalp issues,Treatment
702,hair mask o 831,high porosity,Treatment
6491,serum h 430,low porosity,Treatment
8802,shampoo m 1,low porosity,Wash
9581,shampoo m 701,low porosity,Wash
6871,serum h 16,low porosity,Treatment
6348,serum d 241,scalp issues,Treatment
1540,shampoo i 752,high porosity,Wash
5144,serum l 492,high porosity,Treatment
6957,conditioner f 88,low porosity,Wash
1523,hair mask k 355,scalp issues,Treatment
9864,hair mask k 456,scalp issues,Treatment
2057,serum d 133,scalp issues,Treatment
2668,serum d 168,scalp issues,Treatment
7621,shampoo e 32,high porosity,Wash
4445,hair mask o 428,high porosity,Treatment
7521,hair mask k 956,scalp issues,Treatment
4043,shampoo i 6,high porosity,Wash
7927,conditioner f 523,low porosity,Wash
2533,conditioner j 47,low porosity,Wash
9360,shampoo m 389,low porosity,Wash
7127,hair mask g 124,scalp issues,Treatment
2917,hair mask g 26,scalp issues,Treatment
376,serum l 948,high porosity,Treatment
6201,shampoo e 944,high porosity,Wash
2761,hair mask k 105,scalp issues,Treatment
1416,serum h 146,low porosity,Treatment
6181,shampoo e 605,high porosity,Wash
5644,conditioner b 440,high porosity,Wash
7912,conditioner n 454,scalp issues,Wash
3122,conditioner f 821,low porosity,Wash
9205,shampoo m 871,low porosity,Wash
1562,shampoo m 914,low porosity,Wash
4905,shampoo a 262,low porosity,Wash
6755,hair mask k 231,scalp issues,Treatment
5355,shampoo m 264,low porosity,Wash
1886,hair mask o 243,high porosity,Treatment
4770,hair mask o 667,high porosity,Treatment
3370,serum h 677,low porosity,Treatment
7448,shampoo i 58,high porosity,Wash
6876,conditioner b 571,high porosity,Wash
9582,hair mask g 993,scalp issues,Treatment
6056,shampoo e 473,high porosity,Wash
1500,serum d 322,scalp issues,Treatment
3064,serum d 250,scalp issues,Treatment
3045,conditioner n 658,scalp issues,Wash
6711,serum d 930,scalp issues,Treatment
5492,shampoo m 608,low porosity,Wash
4428,conditioner n 620,scalp issues,Wash
8841,conditioner j 130,low porosity,Wash
2764,hair mask c 543,low porosity,Treatment
6197,shampoo e 317,high porosity,Wash
1661,conditioner n 431,scalp issues,Wash
691,hair mask k 568,scalp issues,Treatment
6750,serum h 754,low porosity,Treatment
7607,shampoo e 158,high porosity,Wash
556,conditioner f 770,low porosity,Wash
2302,hair mask k 120,scalp issues,Treatment
6830,serum d 496,scalp issues,Treatment
6618,hair mask k 591,scalp issues,Treatment
3194,serum d 703,scalp issues,Treatment
1258,serum d 78,scalp issues,Treatment
1759,shampoo m 999,low porosity,Wash
8597,hair mask c 348,low porosity,Treatment
1596,conditioner n 384,scalp issues,Wash
2931,hair mask o 442,high porosity,Treatment
4605,hair mask o 540,high porosity,Treatment
7014,hair mask c 968,low porosity,Treatment
6642,serum l 785,high porosity,Treatment
104,serum d 720,scalp issues,Treatment
7642,conditioner f 822,low porosity,Wash
9817,shampoo m 334,low porosity,Wash
8468,hair mask g 155,scalp issues,Treatment
704,hair mask c 772,low porosity,Treatment
7188,hair mask o 550,high porosity,Treatment
9589,serum h 220,low porosity,Treatment
9515,shampoo e 277,high porosity,Wash
7279,conditioner j 315,low porosity,Wash
4374,serum d 796,scalp issues,Treatment
7100,shampoo m 401,low porosity,Wash
9415,conditioner b 60,high porosity,Wash
7189,serum d 954,scalp issues,Treatment
3074,conditioner n 67,scalp issues,Wash
6670,conditioner n 449,scalp issues,Wash
1059,hair mask k 69,scalp issues,Treatment
7792,shampoo i 287,high porosity,Wash
2245,hair mask g 253,scalp issues,Treatment
5609,shampoo e 776,high porosity,Wash
2434,hair mask c 927,low porosity,Treatment
4654,hair mask o 876,high porosity,Treatment
4834,serum d 747,scalp issues,Treatment
4873,shampoo a 631,low porosity,Wash
3057,hair mask k 872,scalp issues,Treatment
902,shampoo m 178,low porosity,Wash
5920,serum d 567,scalp issues,Treatment
2104,hair mask k 60,scalp issues,Treatment
6637,serum l 38,high porosity,Treatment
28,hair mask k 119,unknown,Treatment
5679,conditioner j 513,low porosity,Wash
4166,serum d 926,scalp issues,Treatment
923,serum h 604,low porosity,Treatment
2331,shampoo m 211,low porosity,Wash
4419,hair mask o 985,high porosity,Treatment
555,conditioner n 202,scalp issues,Wash
9153,shampoo a 47,low porosity,Wash
5080,hair mask c 747,low porosity,Treatment
3905,hair mask g 931,scalp issues,Treatment
4455,shampoo a 194,low porosity,Wash
2607,shampoo e 838,high porosity,Wash
2519,hair mask o 259,high porosity,Treatment
1478,serum h 845,low porosity,Treatment
5726,hair mask k 122,scalp issues,Treatment
5733,hair mask g 226,scalp issues,Treatment
9199,hair mask g 918,scalp issues,Treatment
1896,shampoo i 33,high porosity,Wash
3789,shampoo a 452,low porosity,Wash
8535,shampoo i 232,high porosity,Wash
5064,shampoo a 245,low porosity,Wash
3302,conditioner n 731,scalp issues,Wash
7202,serum h 391,low porosity,Treatment
3833,hair mask c 54,low porosity,Treatment
3134,shampoo e 798,high porosity,Wash
3144,conditioner f 950,low porosity,Wash
4542,conditioner b 665,high porosity,Wash
5830,shampoo i 543,high porosity,Wash
3836,hair mask c 651,low porosity,Treatment
1917,conditioner n 447,scalp issues,Wash
4926,shampoo e 942,high porosity,Wash
5677,shampoo m 657,low porosity,Wash
2406,shampoo e 817,high porosity,Wash
949,shampoo i 817,high porosity,Wash
8245,shampoo i 528,high porosity,Wash
7363,conditioner f 337,low porosity,Wash
6503,hair mask k 96,scalp issues,Treatment
5110,shampoo a 39,low porosity,Wash
1830,serum d 929,scalp issues,Treatment
6004,shampoo m 304,low porosity,Wash
8651,hair mask g 604,scalp issues,Treatment
5178,conditioner f 705,low porosity,Wash
21,conditioner f 287,low porosity,Wash
1032,conditioner b 812,high porosity,Wash
7175,serum l 354,high porosity,Treatment
3179,shampoo m 11,low porosity,Wash
819,conditioner n 918,scalp issues,Wash
1123,shampoo a 322,low porosity,Wash
7539,conditioner b 373,high porosity,Wash
4211,shampoo e 688,high porosity,Wash
2009,hair mask g 994,scalp issues,Treatment
4611,hair mask o 335,high porosity,Treatment
3603,serum d 669,scalp issues,Treatment
3996,conditioner f 746,low porosity,Wash
3301,conditioner j 508,low porosity,Wash
5747,conditioner j 903,low porosity,Wash
5951,hair mask g 961,scalp issues,Treatment
7394,hair mask c 758,low porosity,Treatment
912,shampoo e 500,high porosity,Wash
4029,conditioner j 318,low porosity,Wash
7722,serum l 362,high porosity,Treatment
7182,hair mask o 359,high porosity,Treatment
556,conditioner f 706,low porosity,Wash
3022,hair mask c 291,low porosity,Treatment
5794,conditioner j 981,low porosity,Wash
5729,serum l 58,high porosity,Treatment
1287,hair mask k 951,scalp issues,Treatment
5239,serum l 476,high porosity,Treatment
6437,hair mask c 872,low porosity,Treatment
4964,shampoo i 178,high porosity,Wash
6400,conditioner f 533,low porosity,Wash
6574,serum d 706,scalp issues,Treatment
3826,hair mask k 53,scalp issues,Treatment
1319,serum l 194,high porosity,Treatment
8039,conditioner n 481,scalp issues,Wash
460,conditioner f 375,low porosity,Wash
3339,hair mask g 326,scalp issues,Treatment
7990,conditioner j 309,low porosity,Wash
704,shampoo i 410,high porosity,Wash
4037,hair mask g 631,scalp issues,Treatment
3988,serum h 528,low porosity,Treatment
3736,shampoo a 237,low porosity,Wash
6100,hair mask g 711,scalp issues,Treatment
816,shampoo i 171,high porosity,Wash
5314,serum l 789,high porosity,Treatment
2537,conditioner j 122,low porosity,Wash
8912,conditioner b 765,high porosity,Wash
9555,serum d 760,scalp issues,Treatment
9578,serum l 995,high porosity,Treatment
1174,hair mask k 946,scalp issues,Treatment
3414,conditioner b 943,high porosity,Wash
3373,shampoo i 437,high porosity,Wash
1738,hair mask k 578,scalp issues,Treatment
2121,shampoo m 10,low porosity,Wash
9408,hair mask g 796,scalp issues,Treatment
7108,hair mask g 201,scalp issues,Treatment
7188,conditioner j 343,low porosity,Wash
9753,serum h 765,low porosity,Treatment
1590,hair mask k 642,scalp issues,Treatment
1322,shampoo a 453,low porosity,Wash
4339,serum d 628,scalp issues,Treatment
6489,conditioner j 49,low porosity,Wash
3899,hair mask o 893,high porosity,Treatment
7776,shampoo i 993,high porosity,Wash
5341,serum h 751,low porosity,Treatment
1444,serum d 138,scalp issues,Treatment
7713,conditioner f 488,low porosity,Wash
3428,hair mask c 20,low porosity,Treatment
3573,serum l 404,high porosity,Treatment
9475,shampoo i 572,high porosity,Wash
9440,hair mask c 870,low porosity,Treatment
9732,shampoo m 745,low porosity,Wash
56,serum d 653,scalp issues,Treatment
9112,serum h 688,low porosity,Treatment
7463,hair mask c 624,low porosity,Treatment
5975,conditioner f 733,low porosity,Wash
5950,shampoo a 609,low porosity,Wash
216,serum h 243,low porosity,Treatment
7587,shampoo a 952,low porosity,Wash
3303,shampoo m 736,low porosity,Wash
7561,conditioner j 829,low porosity,Wash
6444,shampoo i 745,high porosity,Wash
5454,shampoo a 573,low porosity,Wash
1454,hair mask o 713,high porosity,Treatment
5706,serum d 925,scalp issues,Treatment
3258,conditioner f 624,low porosity,Wash
2389,conditioner b 595,high porosity,Wash
6545,conditioner j 710,low porosity,Wash
6176,conditioner n 741,scalp issues,Wash
5427,shampoo m 854,low porosity,Wash
5824,shampoo e 955,high porosity,Wash
7796,serum l 149,high porosity,Treatment
8069,hair mask g 911,scalp issues,Treatment
1108,hair mask c 419,low porosity,Treatment
9957,hair mask k 121,scalp issues,Treatment
4495,shampoo i 529,high porosity,Wash
1971,serum h 359,low porosity,Treatment
1303,shampoo a 685,low porosity,Wash
2050,serum d 340,scalp issues,Treatment
4090,serum d 330,scalp issues,Treatment
1513,shampoo e 700,high porosity,Wash
9709,shampoo i 731,high porosity,Wash
1408,shampoo i 305,high porosity,Wash
712,serum d 858,scalp issues,Treatment
245,shampoo a 79,low porosity,Wash
7262,hair mask o 627,high porosity,Treatment
9426,serum l 738,high porosity,Treatment
416,serum d 862,scalp issues,Treatment
3639,shampoo e 416,high porosity,Wash
1554,conditioner b 323,high porosity,Wash
2587,serum d 94,scalp issues,Treatment
2464,shampoo m 882,low porosity,Wash
9828,serum l 778,high porosity,Treatment
3172,serum l 492,high porosity,Treatment
9410,hair mask k 56,scalp issues,Treatment
5218,conditioner f 715,low porosity,Wash
4738,hair mask k 120,scalp issues,Treatment
3098,shampoo i 951,high porosity,Wash
8926,conditioner f 410,low porosity,Wash
8111,hair mask g 979,scalp issues,Treatment
3366,conditioner j 537,low porosity,Wash
9647,hair mask c 329,low porosity,Treatment
3877,hair mask o 584,high porosity,Treatment
3090,conditioner b 890,high porosity,Wash
6734,conditioner n 787,scalp issues,Wash
8429,shampoo i 431,high porosity,Wash
812,shampoo m 736,low porosity,Wash
8383,conditioner j 221,low porosity,Wash
5104,shampoo a 592,low porosity,Wash
313,hair mask c 129,low porosity,Treatment
4813,hair mask c 186,low porosity,Treatment
6558,conditioner b 705,high porosity,Wash
7292,conditioner j 626,low porosity,Wash
3197,conditioner j 933,low porosity,Wash
6378,shampoo a 143,low porosity,Wash
5227,serum d 700,scalp issues,Treatment
9033,hair mask o 270,high porosity,Treatment
1734,shampoo i 636,high porosity,Wash
5138,conditioner f 434,low porosity,Wash
1606,serum l 691,high porosity,Treatment
7282,shampoo m 508,low porosity,Wash
4931,conditioner n 139,scalp issues,Wash
8052,shampoo e 46,high porosity,Wash
3427,hair mask o 4,high porosity,Treatment
3331,hair mask c 316,low porosity,Treatment
8387,conditioner f 254,low porosity,Wash
5828,hair mask c 240,low porosity,Treatment
1528,shampoo e 882,high porosity,Wash
1380,hair mask c 622,low porosity,Treatment
735,shampoo i 828,high porosity,Wash
1072,hair mask k 175,scalp issues,Treatment
666,serum l 291,high porosity,Treatment
2669,serum h 609,low porosity,Treatment
5611,hair mask g 584,scalp issues,Treatment
5181,shampoo m 333,low porosity,Wash
7987,serum d 361,scalp issues,Treatment
5225,shampoo a 713,low porosity,Wash
3589,hair mask g 383,scalp issues,Treatment
8722,shampoo m 56,low porosity,Wash
6138,hair mask c 526,low porosity,Treatment
2542,serum h 633,low porosity,Treatment
9643,serum h 248,low porosity,Treatment
5383,shampoo i 897,high porosity,Wash
2453,hair mask c 34,low porosity,Treatment
6220,shampoo a 845,low porosity,Wash
1380,conditioner n 669,scalp issues,Wash
4793,shampoo e 361,high porosity,Wash
7187,hair mask g 84,scalp issues,Treatment
5698,shampoo i 115,high porosity,Wash
7564,serum d 426,scalp issues,Treatment
6904,shampoo m 743,unknown,Wash
2190,conditioner f 964,low porosity,Wash
1282,shampoo m 511,low porosity,Wash
8665,conditioner f 600,low porosity,Wash
9871,hair mask k 66,scalp issues,Treatment
8662,shampoo a 131,low porosity,Wash
7563,conditioner b 482,high porosity,Wash
9747,conditioner b 107,high porosity,Wash
2770,serum h 535,low porosity,Treatment
6489,shampoo e 101,high porosity,Wash
339,shampoo e 860,high porosity,Wash
8475,shampoo m 336,low porosity,Wash
4791,hair mask o 84,high porosity,Treatment
1020,conditioner b 977,high porosity,Wash
8805,conditioner f 400,low porosity,Wash
64,conditioner b 869,high porosity,Wash
4048,conditioner j 721,low porosity,Wash
2392,hair mask o 137,high porosity,Treatment
6571,conditioner n 278,scalp issues,Wash
8793,shampoo m 407,low porosity,Wash
4796,serum d 916,scalp issues,Treatment
