product_id,product_name,skin_type,product_category,price_range
4606,Moisturizer K 417,Normal,Moisturizer,Low
327,Toner I 953,Oily,Toner,Medium
6521,Moisturizer A 379,Oily,Moisturizer,Low
2674,Sunscreen C 317,Normal,Sunscreen,Medium
8164,Sunscreen R 581,Dry,Sunscreen,Medium
408,Toner N 748,Dry,Toner,Low
4837,Serum J 483,Dry,Serum,High
7105,Cleanser Q 435,Oily,Cleanser,Low
2044,Moisturizer F 803,Dry,Moisturizer,Medium
1818,Moisturizer P 17,Sensitive,Moisturizer,Medium
6086,Toner I 189,Oily,Toner,Medium
2227,Cleanser Q 998,Oily,Cleanser,Low
6003,Moisturizer P 397,Sensitive,Moisturizer,Medium
3235,Sunscreen M 850,Oily,Sunscreen,Medium
9810,Sunscreen R 462,Dry,Sunscreen,Medium
8770,Sunscreen C 447,Normal,Sunscreen,Medium
9736,Serum T 488,Sensitive,Serum,High
6725,Moisturizer K 513,Normal,Moisturizer,Low
3844,Toner I 310,Oily,Toner,Medium
3425,Toner I 112,Oily,Toner,Medium
9438,Cleanser Q 320,Oily,Cleanser,Low
6585,Moisturizer F 97,Dry,Moisturizer,Medium
603,Serum E 867,Oily,Serum,High
1563,Cleanser L 323,Sensitive,Cleanser,Medium
6212,Cleanser L 412,Sensitive,Cleanser,Medium
1820,Toner D 905,Sensitive,Toner,Low
6435,Toner N 553,Dry,Toner,Low
7826,Cleanser B 325,Dry,Cleanser,Medium
2643,Moisturizer K 229,Normal,Moisturizer,Low
5949,Serum O 642,Normal,Serum,High
5750,Sunscreen R 790,Dry,Sunscreen,Medium
2417,Toner S 879,Normal,Toner,Medium
2649,Sunscreen C 836,Normal,Sunscreen,Medium
5385,Cleanser Q 613,Oily,Cleanser,Low
4577,Serum E 703,Oily,Serum,High
1748,Cleanser L 763,Sensitive,Cleanser,Medium
1441,Sunscreen H 132,Sensitive,Sunscreen,Medium
126,Serum T 461,Sensitive,Serum,High
8406,Toner N 793,Dry,Toner,Low
9594,Sunscreen M 960,Oily,Sunscreen,Medium
6979,Serum E 811,Oily,Serum,High
508,Toner D 220,Sensitive,Toner,Low
1937,Toner N 176,Dry,Toner,Low
9915,Sunscreen M 784,Oily,Sunscreen,Medium
9048,Sunscreen R 268,Dry,Sunscreen,Medium
8160,Serum T 793,Sensitive,Serum,High
9767,Serum J 399,Dry,Serum,High
7730,Cleanser G 999,Normal,Cleanser,Low
6003,Moisturizer P 128,Sensitive,Moisturizer,Medium
3611,Serum O 801,Normal,Serum,High
2567,Sunscreen M 971,Oily,Sunscreen,Medium
896,Toner S 193,Normal,Toner,Medium
5702,Serum E 200,Oily,Serum,High
8538,Toner I 658,Oily,Toner,Medium
9482,Cleanser B 140,Dry,Cleanser,Medium
3301,Sunscreen M 601,Oily,Sunscreen,Medium
9383,Cleanser Q 518,Oily,Cleanser,Low
5737,Toner N 73,Dry,Toner,Low
824,Serum T 48,Sensitive,Serum,High
5469,Serum T 927,Sensitive,Serum,High
3304,Toner S 558,Normal,Toner,Medium
6133,Serum O 983,Normal,Serum,High
6490,Serum E 1,Oily,Serum,High
2022,Sunscreen M 828,Oily,Sunscreen,Medium
1324,Cleanser B 441,Dry,Cleanser,Medium
1020,Cleanser L 755,Sensitive,Cleanser,Medium
5310,Sunscreen C 355,Normal,Sunscreen,Medium
9945,Sunscreen M 148,Oily,Sunscreen,Medium
1628,Toner I 994,Oily,Toner,Medium
6285,Moisturizer K 734,Normal,Moisturizer,Low
6006,Cleanser L 961,Sensitive,Cleanser,Medium
9619,Serum J 20,Dry,Serum,High
7468,Moisturizer K 832,Normal,Moisturizer,Low
3591,Serum O 32,Normal,Serum,High
7971,Serum T 561,Sensitive,Serum,High
1200,Cleanser L 827,Sensitive,Cleanser,Medium
6765,Moisturizer P 233,Sensitive,Moisturizer,Medium
918,Sunscreen M 362,Oily,Sunscreen,Medium
2194,Serum J 778,Dry,Serum,High
8526,Cleanser L 97,Sensitive,Cleanser,Medium
3801,Sunscreen C 254,Normal,Sunscreen,Medium
3195,Moisturizer K 918,Normal,Moisturizer,Low
5177,Serum O 809,Normal,Serum,High
4743,Toner I 324,Oily,Toner,Medium
6399,Moisturizer A 543,Oily,Moisturizer,Low
5040,Cleanser L 911,Sensitive,Cleanser,Medium
8696,Cleanser B 493,Dry,Cleanser,Medium
7293,Sunscreen M 870,Oily,Sunscreen,Medium
7150,Moisturizer P 443,Sensitive,Moisturizer,Medium
8941,Toner D 68,Sensitive,Toner,Low
9244,Sunscreen R 162,Dry,Sunscreen,Medium
5161,Sunscreen R 442,Dry,Sunscreen,Medium
7643,Serum O 342,Normal,Serum,High
2431,Sunscreen R 355,Dry,Sunscreen,Medium
6260,Toner D 544,Sensitive,Toner,Low
1090,Sunscreen C 675,Normal,Sunscreen,Medium
741,Moisturizer P 111,Sensitive,Moisturizer,Medium
4117,Cleanser G 487,Normal,Cleanser,Low
2886,Toner D 289,Sensitive,Toner,Low
1484,Moisturizer P 880,Sensitive,Moisturizer,Medium
6513,Serum O 604,Normal,Serum,High
8762,Sunscreen M 831,Oily,Sunscreen,Medium
1896,Sunscreen M 426,Oily,Sunscreen,Medium
8887,Sunscreen C 742,Normal,Sunscreen,Medium
5592,Sunscreen C 455,Normal,Sunscreen,Medium
8318,Serum O 371,Normal,Serum,High
3992,Cleanser Q 993,Oily,Cleanser,Low
3418,Moisturizer A 494,Oily,Moisturizer,Low
4900,Moisturizer P 858,Sensitive,Moisturizer,Medium
4476,Sunscreen M 930,Oily,Sunscreen,Medium
2986,Sunscreen M 256,Oily,Sunscreen,Medium
2351,Toner S 180,Normal,Toner,Medium
1210,Toner I 531,Oily,Toner,Medium
1187,Cleanser L 360,Sensitive,Cleanser,Medium
6246,Sunscreen M 137,Oily,Sunscreen,Medium
6350,Sunscreen C 291,Normal,Sunscreen,Medium
4779,Moisturizer K 39,Normal,Moisturizer,Low
2935,Toner S 877,Normal,Toner,Medium
7986,Serum T 606,Sensitive,Serum,High
6824,Sunscreen M 389,Oily,Sunscreen,Medium
7570,Toner D 805,Sensitive,Toner,Low
9402,Moisturizer A 344,Oily,Moisturizer,Low
7318,Cleanser B 942,Dry,Cleanser,Medium
4846,Sunscreen M 469,Oily,Sunscreen,Medium
395,Moisturizer A 524,Oily,Moisturizer,Low
7554,Moisturizer F 199,Dry,Moisturizer,Medium
2096,Toner I 551,Oily,Toner,Medium
3432,Moisturizer P 43,Sensitive,Moisturizer,Medium
162,Sunscreen H 85,Sensitive,Sunscreen,Medium
4373,Moisturizer P 15,Sensitive,Moisturizer,Medium
4673,Cleanser Q 256,Oily,Cleanser,Low
1879,Serum E 881,Oily,Serum,High
8605,Sunscreen R 308,Dry,Sunscreen,Medium
8262,Moisturizer P 902,Sensitive,Moisturizer,Medium
2998,Cleanser G 664,Normal,Cleanser,Low
9707,Moisturizer K 497,Normal,Moisturizer,Low
30,Serum O 739,Normal,Serum,High
2490,Cleanser B 427,Dry,Cleanser,Medium
1430,Moisturizer F 566,Dry,Moisturizer,Medium
8420,Serum J 121,Dry,Serum,High
7344,Moisturizer F 182,Dry,Moisturizer,Medium
3800,Cleanser L 158,Sensitive,Cleanser,Medium
716,Toner I 189,Oily,Toner,Medium
4396,Toner D 506,Sensitive,Toner,Low
9558,Toner N 310,Dry,Toner,Low
8143,Sunscreen H 636,Sensitive,Sunscreen,Medium
7505,Moisturizer P 989,Sensitive,Moisturizer,Medium
1570,Cleanser Q 309,Oily,Cleanser,Low
3169,Moisturizer F 185,Dry,Moisturizer,Medium
3721,Serum O 581,Normal,Serum,High
1808,Moisturizer K 382,Normal,Moisturizer,Low
9910,Moisturizer P 417,Sensitive,Moisturizer,Medium
7489,Cleanser Q 178,Oily,Cleanser,Low
2178,Cleanser Q 299,Oily,Cleanser,Low
7456,Cleanser L 565,Sensitive,Cleanser,Medium
4535,Toner N 856,Dry,Toner,Low
6679,Moisturizer P 556,Sensitive,Moisturizer,Medium
8506,Sunscreen C 35,Normal,Sunscreen,Medium
6539,Serum J 557,Dry,Serum,High
9042,Toner D 640,Sensitive,Toner,Low
4003,Cleanser B 569,Dry,Cleanser,Medium
9985,Moisturizer K 683,Normal,Moisturizer,Low
9085,Serum E 646,Oily,Serum,High
3030,Moisturizer K 755,Normal,Moisturizer,Low
2471,Serum E 743,Oily,Serum,High
9343,Cleanser L 420,Sensitive,Cleanser,Medium
4082,Cleanser G 946,Normal,Cleanser,Low
4650,Serum E 500,Oily,Serum,High
3366,Moisturizer P 849,Sensitive,Moisturizer,Medium
7633,Sunscreen C 520,Normal,Sunscreen,Medium
2442,Sunscreen R 171,Dry,Sunscreen,Medium
9071,Moisturizer P 646,Sensitive,Moisturizer,Medium
7002,Toner I 399,Oily,Toner,Medium
9738,Cleanser B 347,Dry,Cleanser,Medium
136,Cleanser B 292,Dry,Cleanser,Medium
3305,Cleanser G 596,Normal,Cleanser,Low
3472,Serum O 644,Normal,Serum,High
8410,Cleanser L 340,Sensitive,Cleanser,Medium
8142,Toner S 616,Normal,Toner,Medium
7890,Toner D 604,Sensitive,Toner,Low
6995,Moisturizer P 331,Sensitive,Moisturizer,Medium
5678,Toner I 576,Oily,Toner,Medium
4045,Sunscreen C 478,Normal,Sunscreen,Medium
4387,Sunscreen H 596,Sensitive,Sunscreen,Medium
9253,Cleanser Q 583,Oily,Cleanser,Low
1317,Cleanser B 597,Dry,Cleanser,Medium
4843,Cleanser G 801,Normal,Cleanser,Low
6649,Moisturizer A 454,Oily,Moisturizer,Low
1238,Toner N 549,Dry,Toner,Low
7615,Toner N 579,Dry,Toner,Low
6499,Toner D 73,Sensitive,Toner,Low
5446,Serum E 276,Oily,Serum,High
4249,Serum E 611,Oily,Serum,High
2972,Moisturizer A 272,Oily,Moisturizer,Low
2270,Moisturizer A 433,Oily,Moisturizer,Low
155,Moisturizer K 184,Normal,Moisturizer,Low
6830,Sunscreen R 765,Dry,Sunscreen,Medium
2275,Sunscreen M 99,Oily,Sunscreen,Medium
5401,Cleanser Q 336,Oily,Cleanser,Low
6307,Sunscreen R 496,Dry,Sunscreen,Medium
9200,Serum E 82,Oily,Serum,High
9120,Moisturizer F 985,Dry,Moisturizer,Medium
6518,Toner N 330,Dry,Toner,Low
8964,Sunscreen R 266,Dry,Sunscreen,Medium
3374,Cleanser L 94,Sensitive,Cleanser,Medium
8439,Moisturizer P 880,Sensitive,Moisturizer,Medium
5029,Moisturizer F 506,Dry,Moisturizer,Medium
9196,Serum E 991,Oily,Serum,High
4925,Serum O 271,Normal,Serum,High
3012,Toner N 27,Dry,Toner,Low
1156,Sunscreen R 442,Dry,Sunscreen,Medium
8210,Sunscreen R 433,Dry,Sunscreen,Medium
7993,Cleanser Q 561,Oily,Cleanser,Low
6996,Cleanser Q 974,Oily,Cleanser,Low
4323,Moisturizer A 36,Oily,Moisturizer,Low
2507,Toner N 48,Dry,Toner,Low
6909,Toner N 612,Dry,Toner,Low
7137,Serum T 756,Sensitive,Serum,High
6929,Serum O 947,Normal,Serum,High
8764,Cleanser Q 93,Oily,Cleanser,Low
4423,Moisturizer A 303,Oily,Moisturizer,Low
3002,Moisturizer K 918,Normal,Moisturizer,Low
8886,Cleanser L 50,Sensitive,Cleanser,Medium
1118,Moisturizer A 769,Oily,Moisturizer,Low
3427,Serum T 35,Sensitive,Serum,High
6341,Toner D 658,Sensitive,Toner,Low
4528,Serum T 157,Sensitive,Serum,High
1075,Toner S 614,Normal,Toner,Medium
3159,Toner N 836,Dry,Toner,Low
5015,Moisturizer K 950,Normal,Moisturizer,Low
6712,Cleanser L 404,Sensitive,Cleanser,Medium
2041,Toner I 871,Oily,Toner,Medium
9285,Serum J 845,Dry,Serum,High
509,Sunscreen C 565,Normal,Sunscreen,Medium
5210,Serum T 936,Sensitive,Serum,High
3272,Toner S 415,Normal,Toner,Medium
6177,Sunscreen R 24,Dry,Sunscreen,Medium
3426,Sunscreen M 414,Oily,Sunscreen,Medium
2510,Serum O 181,Normal,Serum,High
9222,Cleanser G 789,Normal,Cleanser,Low
6903,Sunscreen C 960,Normal,Sunscreen,Medium
3667,Sunscreen H 452,Sensitive,Sunscreen,Medium
4491,Cleanser G 695,Normal,Cleanser,Low
1406,Sunscreen H 852,Sensitive,Sunscreen,Medium
5153,Cleanser G 212,Normal,Cleanser,Low
1769,Toner D 984,Sensitive,Toner,Low
1900,Serum E 39,Oily,Serum,High
7116,Sunscreen H 22,Sensitive,Sunscreen,Medium
8804,Moisturizer P 380,Sensitive,Moisturizer,Medium
7404,Serum O 746,Normal,Serum,High
1197,Moisturizer K 94,Normal,Moisturizer,Low
6771,Serum T 736,Sensitive,Serum,High
9327,Toner I 327,Oily,Toner,Medium
5170,Sunscreen M 137,Oily,Sunscreen,Medium
6069,Sunscreen M 650,Oily,Sunscreen,Medium
3577,Moisturizer K 575,Normal,Moisturizer,Low
9447,Serum O 464,Normal,Serum,High
6582,Cleanser B 466,Dry,Cleanser,Medium
4192,Sunscreen M 737,Oily,Sunscreen,Medium
6073,Sunscreen H 954,Sensitive,Sunscreen,Medium
5072,Toner N 684,Dry,Toner,Low
6096,Moisturizer P 585,Sensitive,Moisturizer,Medium
543,Cleanser B 461,Dry,Cleanser,Medium
3053,Sunscreen H 559,Sensitive,Sunscreen,Medium
5910,Cleanser G 175,Normal,Cleanser,Low
631,Cleanser Q 831,Oily,Cleanser,Low
8854,Cleanser B 606,Dry,Cleanser,Medium
9898,Cleanser B 950,Dry,Cleanser,Medium
1848,Serum T 51,Sensitive,Serum,High
7335,Sunscreen H 99,Sensitive,Sunscreen,Medium
2420,Cleanser B 889,Dry,Cleanser,Medium
1296,Toner I 971,Oily,Toner,Medium
3406,Serum T 424,Sensitive,Serum,High
7201,Cleanser G 392,Normal,Cleanser,Low
9859,Toner I 522,Oily,Toner,Medium
6030,Sunscreen R 134,Dry,Sunscreen,Medium
3517,Serum E 996,Oily,Serum,High
27,Moisturizer F 747,Dry,Moisturizer,Medium
2634,Sunscreen M 342,Oily,Sunscreen,Medium
5653,Cleanser L 101,Sensitive,Cleanser,Medium
8327,Sunscreen H 349,Sensitive,Sunscreen,Medium
4044,Cleanser B 655,Dry,Cleanser,Medium
2749,Cleanser B 287,Dry,Cleanser,Medium
6871,Moisturizer A 858,Oily,Moisturizer,Low
9527,Serum T 3,Sensitive,Serum,High
9314,Cleanser L 451,Sensitive,Cleanser,Medium
4483,Toner N 27,Dry,Toner,Low
907,Serum O 818,Normal,Serum,High
8285,Moisturizer K 20,Normal,Moisturizer,Low
9096,Moisturizer A 653,Oily,Moisturizer,Low
9107,Cleanser L 359,Sensitive,Cleanser,Medium
9542,Serum E 496,Oily,Serum,High
4105,Serum E 892,Oily,Serum,High
6557,Serum T 631,Sensitive,Serum,High
9638,Toner S 734,Normal,Toner,Medium
4669,Serum J 90,Dry,Serum,High
8209,Sunscreen R 789,Dry,Sunscreen,Medium
7700,Moisturizer A 338,Oily,Moisturizer,Low
9926,Serum J 695,Dry,Serum,High
602,Moisturizer A 966,Oily,Moisturizer,Low
7311,Toner S 662,Normal,Toner,Medium
3609,Sunscreen H 778,Sensitive,Sunscreen,Medium
6681,Moisturizer K 40,Normal,Moisturizer,Low
7575,Toner I 547,Oily,Toner,Medium
1760,Moisturizer P 237,Sensitive,Moisturizer,Medium
2245,Moisturizer K 39,Normal,Moisturizer,Low
4102,Toner D 243,Sensitive,Toner,Low
5851,Toner S 864,Normal,Toner,Medium
7528,Cleanser G 84,Normal,Cleanser,Low
4597,Toner N 443,Dry,Toner,Low
2851,Cleanser G 598,Normal,Cleanser,Low
7449,Toner N 208,Dry,Toner,Low
1847,Serum E 428,Oily,Serum,High
5545,Serum E 41,Oily,Serum,High
2035,Sunscreen M 900,Oily,Sunscreen,Medium
2956,Toner S 710,Normal,Toner,Medium
9330,Sunscreen C 701,Normal,Sunscreen,Medium
2037,Serum J 643,Dry,Serum,High
6946,Sunscreen H 359,Sensitive,Sunscreen,Medium
809,Serum T 794,Sensitive,Serum,High
6992,Sunscreen M 560,Oily,Sunscreen,Medium
6473,Sunscreen R 167,Dry,Sunscreen,Medium
5550,Serum T 707,Sensitive,Serum,High
6529,Toner D 743,Sensitive,Toner,Low
1386,Sunscreen H 405,Sensitive,Sunscreen,Medium
2812,Cleanser G 750,Normal,Cleanser,Low
288,Sunscreen H 227,Sensitive,Sunscreen,Medium
6162,Serum O 522,Normal,Serum,High
9170,Sunscreen R 921,Dry,Sunscreen,Medium
241,Cleanser Q 957,Oily,Cleanser,Low
3381,Serum J 583,Dry,Serum,High
2152,Moisturizer P 70,Sensitive,Moisturizer,Medium
1051,Cleanser G 171,Normal,Cleanser,Low
8320,Toner I 230,Oily,Toner,Medium
169,Sunscreen M 273,Oily,Sunscreen,Medium
598,Moisturizer F 999,Dry,Moisturizer,Medium
9668,Toner N 38,Dry,Toner,Low
5683,Sunscreen M 933,Oily,Sunscreen,Medium
5256,Sunscreen C 275,Normal,Sunscreen,Medium
5387,Moisturizer P 379,Sensitive,Moisturizer,Medium
9888,Serum T 423,Sensitive,Serum,High
3582,Moisturizer P 471,Sensitive,Moisturizer,Medium
3920,Sunscreen H 802,Sensitive,Sunscreen,Medium
2025,Cleanser L 556,Sensitive,Cleanser,Medium
1382,Moisturizer P 581,Sensitive,Moisturizer,Medium
6958,Sunscreen H 751,Sensitive,Sunscreen,Medium
5540,Sunscreen R 180,Dry,Sunscreen,Medium
4578,Sunscreen H 672,Sensitive,Sunscreen,Medium
4158,Serum O 950,Normal,Serum,High
5815,Sunscreen H 827,Sensitive,Sunscreen,Medium
9495,Serum O 204,Normal,Serum,High
6583,Serum E 582,Oily,Serum,High
7245,Serum E 722,Oily,Serum,High
2932,Sunscreen H 645,Sensitive,Sunscreen,Medium
3773,Cleanser G 617,Normal,Cleanser,Low
1567,Toner N 717,Dry,Toner,Low
7986,Sunscreen C 411,Normal,Sunscreen,Medium
7417,Toner S 561,Normal,Toner,Medium
7964,Toner I 413,Oily,Toner,Medium
7270,Serum T 330,Sensitive,Serum,High
5437,Toner S 27,Normal,Toner,Medium
2697,Toner I 270,Oily,Toner,Medium
5494,Toner N 304,Dry,Toner,Low
117,Toner I 797,Oily,Toner,Medium
6177,Sunscreen C 243,Normal,Sunscreen,Medium
8535,Cleanser G 650,Normal,Cleanser,Low
9327,Cleanser B 48,Dry,Cleanser,Medium
9133,Sunscreen R 981,Dry,Sunscreen,Medium
6802,Serum T 65,Sensitive,Serum,High
4102,Toner I 770,Oily,Toner,Medium
5674,Toner N 113,Dry,Toner,Low
7051,Serum J 802,Dry,Serum,High
4666,Moisturizer K 321,Normal,Moisturizer,Low
3663,Cleanser B 571,Dry,Cleanser,Medium
5904,Sunscreen M 749,Oily,Sunscreen,Medium
3970,Moisturizer P 89,Sensitive,Moisturizer,Medium
2126,Serum O 250,Normal,Serum,High
2481,Toner D 697,Sensitive,Toner,Low
6008,Moisturizer P 177,Sensitive,Moisturizer,Medium
1679,Cleanser G 268,Normal,Cleanser,Low
1106,Sunscreen H 791,Sensitive,Sunscreen,Medium
9066,Toner D 947,Sensitive,Toner,Low
7254,Cleanser B 798,Dry,Cleanser,Medium
8457,Cleanser B 375,Dry,Cleanser,Medium
1958,Toner I 35,Oily,Toner,Medium
4119,Serum T 598,Sensitive,Serum,High
3150,Serum T 952,Sensitive,Serum,High
4500,Moisturizer F 557,Dry,Moisturizer,Medium
9954,Sunscreen M 305,Oily,Sunscreen,Medium
3907,Moisturizer A 391,Oily,Moisturizer,Low
3188,Toner I 95,Oily,Toner,Medium
8913,Toner D 981,Sensitive,Toner,Low
7080,Serum T 921,Sensitive,Serum,High
1029,Cleanser L 969,Sensitive,Cleanser,Medium
3255,Toner I 926,Oily,Toner,Medium
5927,Serum O 705,Normal,Serum,High
1165,Toner N 337,Dry,Toner,Low
2803,Serum E 929,Oily,Serum,High
9819,Cleanser L 540,Sensitive,Cleanser,Medium
2969,Sunscreen C 716,Normal,Sunscreen,Medium
1574,Moisturizer A 800,Oily,Moisturizer,Low
8659,Moisturizer P 317,Sensitive,Moisturizer,Medium
4861,Sunscreen M 817,Oily,Sunscreen,Medium
7241,Toner I 179,Oily,Toner,Medium
4984,Cleanser G 801,Normal,Cleanser,Low
1167,Serum O 129,Normal,Serum,High
9383,Cleanser B 217,Dry,Cleanser,Medium
1136,Toner N 856,Dry,Toner,Low
7251,Sunscreen M 900,Oily,Sunscreen,Medium
9321,Moisturizer P 260,Sensitive,Moisturizer,Medium
2669,Serum T 274,Sensitive,Serum,High
5495,Serum O 577,Normal,Serum,High
6675,Moisturizer P 215,Sensitive,Moisturizer,Medium
7736,Serum T 43,Sensitive,Serum,High
1540,Toner S 810,Normal,Toner,Medium
2492,Cleanser L 746,Sensitive,Cleanser,Medium
7772,Cleanser Q 664,Oily,Cleanser,Low
640,Serum O 87,Normal,Serum,High
9871,Serum O 399,Normal,Serum,High
78,Toner S 447,Normal,Toner,Medium
4911,Toner S 432,Normal,Toner,Medium
7557,Cleanser B 977,Dry,Cleanser,Medium
7624,Toner N 920,Dry,Toner,Low
3111,Moisturizer P 593,Sensitive,Moisturizer,Medium
567,Serum E 547,Oily,Serum,High
7674,Sunscreen M 518,Oily,Sunscreen,Medium
1095,Serum J 934,Dry,Serum,High
6289,Serum O 743,Normal,Serum,High
1655,Moisturizer K 213,Normal,Moisturizer,Low
865,Sunscreen C 523,Normal,Sunscreen,Medium
7759,Sunscreen M 188,Oily,Sunscreen,Medium
3667,Moisturizer A 439,Oily,Moisturizer,Low
7001,Toner N 607,Dry,Toner,Low
7216,Serum T 405,Sensitive,Serum,High
4222,Toner I 304,Oily,Toner,Medium
1202,Cleanser G 588,Normal,Cleanser,Low
496,Moisturizer K 996,Normal,Moisturizer,Low
9275,Serum T 94,Sensitive,Serum,High
2330,Toner I 653,Oily,Toner,Medium
116,Sunscreen H 531,Sensitive,Sunscreen,Medium
4211,Toner I 996,Oily,Toner,Medium
5635,Serum E 56,Oily,Serum,High
2652,Serum E 895,Oily,Serum,High
131,Cleanser G 95,Normal,Cleanser,Low
4543,Toner D 765,Sensitive,Toner,Low
3403,Serum T 341,Sensitive,Serum,High
7483,Cleanser B 491,Dry,Cleanser,Medium
5082,Moisturizer F 590,Dry,Moisturizer,Medium
4975,Cleanser L 829,Sensitive,Cleanser,Medium
1614,Sunscreen R 378,Dry,Sunscreen,Medium
9622,Cleanser B 440,Dry,Cleanser,Medium
7680,Cleanser B 55,Dry,Cleanser,Medium
5038,Moisturizer F 979,Dry,Moisturizer,Medium
3427,Toner I 275,Oily,Toner,Medium
603,Sunscreen R 197,Dry,Sunscreen,Medium
3669,Cleanser L 92,Sensitive,Cleanser,Medium
1181,Sunscreen M 436,Oily,Sunscreen,Medium
2296,Toner S 342,Normal,Toner,Medium
9507,Sunscreen C 10,Normal,Sunscreen,Medium
5424,Moisturizer P 141,Sensitive,Moisturizer,Medium
2404,Cleanser Q 105,Oily,Cleanser,Low
906,Toner S 462,Normal,Toner,Medium
4522,Sunscreen M 442,Oily,Sunscreen,Medium
6430,Sunscreen M 995,Oily,Sunscreen,Medium
596,Toner S 260,Normal,Toner,Medium
1967,Serum O 3,Normal,Serum,High
4064,Moisturizer A 799,Oily,Moisturizer,Low
1679,Moisturizer A 307,Oily,Moisturizer,Low
1233,Moisturizer F 950,Dry,Moisturizer,Medium
4591,Cleanser B 623,Dry,Cleanser,Medium
2544,Toner S 126,Normal,Toner,Medium
2132,Cleanser G 924,Normal,Cleanser,Low
2078,Sunscreen C 591,Normal,Sunscreen,Medium
9143,Cleanser Q 527,Oily,Cleanser,Low
6719,Serum T 903,Sensitive,Serum,High
9685,Moisturizer F 201,Dry,Moisturizer,Medium
3451,Toner D 60,Sensitive,Toner,Low
6376,Sunscreen M 650,Oily,Sunscreen,Medium
1340,Sunscreen R 793,Dry,Sunscreen,Medium
6888,Sunscreen M 948,Oily,Sunscreen,Medium
8356,Moisturizer F 75,Dry,Moisturizer,Medium
8504,Sunscreen R 278,Dry,Sunscreen,Medium
4343,Cleanser L 217,Sensitive,Cleanser,Medium
6314,Sunscreen C 157,Normal,Sunscreen,Medium
6226,Toner N 537,Dry,Toner,Low
8448,Toner I 681,Oily,Toner,Medium
4282,Moisturizer P 12,Sensitive,Moisturizer,Medium
4695,Serum T 267,Sensitive,Serum,High
436,Serum T 144,Sensitive,Serum,High
5901,Serum J 257,Dry,Serum,High
9895,Toner N 651,Dry,Toner,Low
4863,Toner D 82,Sensitive,Toner,Low
253,Serum T 298,Sensitive,Serum,High
913,Sunscreen C 75,Normal,Sunscreen,Medium
2803,Moisturizer K 4,Normal,Moisturizer,Low
8153,Serum E 932,Oily,Serum,High
6381,Moisturizer K 908,Normal,Moisturizer,Low
8196,Sunscreen H 278,Sensitive,Sunscreen,Medium
5745,Toner N 858,Dry,Toner,Low
9276,Moisturizer K 808,Normal,Moisturizer,Low
2789,Sunscreen C 903,Normal,Sunscreen,Medium
9801,Serum J 135,Dry,Serum,High
9436,Cleanser B 219,Dry,Cleanser,Medium
7715,Sunscreen R 372,Dry,Sunscreen,Medium
5289,Toner N 728,Dry,Toner,Low
8041,Serum O 896,Normal,Serum,High
1658,Cleanser Q 34,Oily,Cleanser,Low
1365,Moisturizer K 22,Normal,Moisturizer,Low
7075,Cleanser Q 898,Oily,Cleanser,Low
946,Moisturizer P 160,Sensitive,Moisturizer,Medium
6763,Sunscreen C 460,Normal,Sunscreen,Medium
7827,Cleanser Q 115,Oily,Cleanser,Low
3515,Sunscreen R 376,Dry,Sunscreen,Medium
3012,Sunscreen M 387,Oily,Sunscreen,Medium
2336,Toner N 418,Dry,Toner,Low
8786,Cleanser Q 51,Oily,Cleanser,Low
7592,Toner N 840,Dry,Toner,Low
8719,Moisturizer K 292,Normal,Moisturizer,Low
1188,Moisturizer P 114,Sensitive,Moisturizer,Medium
995,Serum J 263,Dry,Serum,High
1427,Sunscreen M 41,Oily,Sunscreen,Medium
8255,Sunscreen C 94,Normal,Sunscreen,Medium
915,Cleanser Q 39,Oily,Cleanser,Low
2196,Toner S 441,Normal,Toner,Medium
5786,Moisturizer P 573,Sensitive,Moisturizer,Medium
791,Cleanser G 720,Normal,Cleanser,Low
9836,Sunscreen C 484,Normal,Sunscreen,Medium
9213,Sunscreen M 285,Oily,Sunscreen,Medium
2618,Moisturizer P 897,Sensitive,Moisturizer,Medium
7353,Moisturizer K 350,Normal,Moisturizer,Low
4526,Toner D 493,Sensitive,Toner,Low
6510,Sunscreen H 391,Sensitive,Sunscreen,Medium
1994,Moisturizer P 566,Sensitive,Moisturizer,Medium
2414,Cleanser B 653,Dry,Cleanser,Medium
2344,Moisturizer K 90,Normal,Moisturizer,Low
9061,Moisturizer K 656,Normal,Moisturizer,Low
5867,Moisturizer K 551,Normal,Moisturizer,Low
3163,Serum T 628,Sensitive,Serum,High
2088,Moisturizer F 600,Dry,Moisturizer,Medium
1302,Toner N 185,Dry,Toner,Low
8220,Toner D 206,Sensitive,Toner,Low
4337,Toner S 763,Normal,Toner,Medium
3185,Toner S 871,Normal,Toner,Medium
8460,Moisturizer K 838,Normal,Moisturizer,Low
9356,Moisturizer F 983,Dry,Moisturizer,Medium
3031,Sunscreen M 478,Oily,Sunscreen,Medium
8926,Moisturizer A 384,Oily,Moisturizer,Low
9292,Moisturizer P 595,Sensitive,Moisturizer,Medium
4957,Sunscreen R 356,Dry,Sunscreen,Medium
3966,Serum J 581,Dry,Serum,High
3375,Sunscreen C 987,Normal,Sunscreen,Medium
7295,Serum O 820,Normal,Serum,High
7392,Cleanser B 12,Dry,Cleanser,Medium
7227,Moisturizer A 263,Oily,Moisturizer,Low
9879,Cleanser L 593,Sensitive,Cleanser,Medium
3094,Toner I 905,Oily,Toner,Medium
