user_id,gender,age,height_cm,weight_kg,body_type,skin_tone,hair_type,hair_color
U1357,Female,26,173,47,Hourglass,Medium,Curly,Blonde
U1358,Female,22,161,47,Pear,Medium,Straight,Brown
U1359,Female,31,173,51,Rectangle,Medium,Wavy,Black
U1360,Female,29,155,47,Pear,Fair,Wavy,Brown
U1361,Female,35,161,75,Athletic,Medium,Straight,Black
U1362,Female,24,168,75,Rectangle,Medium,Wavy,Black
U1363,Female,31,147,51,Pear,Dark,Straight,Black
U1364,Female,24,156,73,Pear,Dark,Wavy,Blonde
U1365,Female,27,154,58,Hourglass,Dark,Straight,Black
U1366,Female,32,147,68,Pear,Dark,Straight,Blonde
U1367,Female,29,149,45,Apple,Dark,Curly,Blonde
U1368,Female,34,164,57,Rectangle,Dark,Straight,Blonde
U1369,Female,34,151,61,Rectangle,Medium,Curly,Blonde
U1370,Female,29,174,48,Apple,Fair,Curly,Blonde
U1371,Female,18,160,62,Rectangle,Medium,Wavy,Black
U1372,Female,29,147,72,Athletic,Dark,Straight,Blonde
U1373,Female,18,160,66,Hourglass,Fair,Curly,Blonde
U1374,Female,33,169,56,Rectangle,Fair,Curly,Blonde
U1375,Female,32,154,50,Rectangle,Fair,Straight,Brown
U1376,Female,18,166,59,Rectangle,Fair,Curly,Blonde
U1377,Female,33,164,51,Apple,Fair,Curly,Black
U1378,Female,33,175,75,Apple,Fair,Wavy,Black
U1379,Female,28,145,55,Pear,Fair,Curly,Blonde
U1380,Female,28,152,47,Pear,Fair,Wavy,Blonde
U1381,Female,28,156,71,Rectangle,Fair,Wavy,Blonde
U1382,Female,34,148,72,Rectangle,Medium,Curly,Brown
U1383,Female,25,172,71,Pear,Dark,Straight,Brown
U1384,Female,33,145,73,Rectangle,Medium,Curly,Black
U1385,Female,30,151,46,Hourglass,Dark,Curly,Black
U1386,Female,28,163,73,Athletic,Medium,Curly,Blonde
U1387,Female,29,175,60,Athletic,Fair,Curly,Blonde
U1388,Female,27,165,59,Hourglass,Medium,Straight,Black
U1389,Female,34,155,71,Hourglass,Fair,Curly,Black
U1390,Female,29,157,74,Athletic,Medium,Straight,Black
U1391,Female,28,159,62,Rectangle,Medium,Wavy,Blonde
U1392,Female,20,173,67,Hourglass,Medium,Curly,Brown
U1393,Female,32,145,50,Rectangle,Medium,Straight,Blonde
U1394,Female,28,170,55,Athletic,Medium,Straight,Brown
U1395,Female,19,166,51,Pear,Medium,Straight,Black
U1396,Female,23,157,53,Rectangle,Dark,Straight,Black
U1397,Female,31,171,53,Rectangle,Medium,Wavy,Blonde
U1398,Female,31,170,64,Hourglass,Fair,Curly,Black
U1399,Female,23,170,64,Hourglass,Medium,Wavy,Blonde
U1400,Female,19,146,67,Pear,Fair,Wavy,Blonde
U1401,Female,19,150,52,Rectangle,Medium,Curly,Black
U1402,Female,24,148,59,Apple,Dark,Curly,Brown
U1403,Female,31,153,60,Pear,Medium,Curly,Blonde
U1404,Female,24,156,71,Rectangle,Dark,Curly,Brown
U1405,Female,19,155,56,Pear,Dark,Curly,Blonde
U1406,Female,27,170,51,Pear,Dark,Curly,Brown
U1407,Female,30,166,61,Rectangle,Fair,Wavy,Black
U1408,Female,27,175,52,Athletic,Medium,Wavy,Black
U1409,Female,25,145,59,Apple,Medium,Straight,Blonde
U1410,Female,29,146,46,Pear,Medium,Straight,Blonde
U1411,Female,27,172,70,Rectangle,Dark,Wavy,Black
U1412,Female,29,158,64,Rectangle,Dark,Straight,Blonde
U1413,Female,34,171,69,Hourglass,Dark,Straight,Black
U1414,Female,18,175,45,Athletic,Medium,Straight,Black
U1415,Female,30,159,60,Hourglass,Dark,Straight,Brown
U1416,Female,23,146,64,Athletic,Medium,Straight,Blonde
U1417,Female,28,150,50,Athletic,Medium,Curly,Black
U1418,Female,27,175,65,Athletic,Fair,Straight,Brown
U1419,Female,21,150,70,Apple,Dark,Wavy,Brown
U1420,Female,33,175,48,Athletic,Medium,Curly,Black
U1421,Female,30,150,59,Rectangle,Dark,Wavy,Black
U1422,Female,21,150,69,Hourglass,Medium,Straight,Blonde
U1423,Female,32,149,57,Athletic,Medium,Straight,Black
U1424,Female,24,170,49,Athletic,Dark,Curly,Black
U1425,Female,31,168,45,Hourglass,Fair,Straight,Brown
U1426,Female,35,152,74,Athletic,Fair,Wavy,Black
U1427,Female,26,149,54,Pear,Dark,Wavy,Brown
U1428,Female,29,156,65,Rectangle,Medium,Curly,Brown
U1429,Female,33,164,57,Athletic,Dark,Straight,Brown
U1430,Female,25,150,68,Apple,Fair,Straight,Blonde
U1431,Female,24,168,50,Apple,Dark,Wavy,Brown
U1432,Female,25,152,58,Apple,Fair,Wavy,Brown
U1433,Female,20,151,64,Rectangle,Dark,Curly,Brown
U1434,Female,22,165,53,Athletic,Fair,Wavy,Brown
U1435,Female,27,149,48,Pear,Medium,Wavy,Brown
U1436,Female,23,152,47,Apple,Fair,Curly,Blonde
U1437,Female,19,156,47,Apple,Dark,Curly,Brown
U1438,Female,30,161,65,Pear,Fair,Curly,Black
U1439,Female,21,172,50,Pear,Fair,Curly,Blonde
U1440,Female,29,161,64,Athletic,Fair,Straight,Black
U1441,Female,34,159,61,Athletic,Medium,Straight,Black
U1442,Female,31,153,48,Apple,Fair,Curly,Blonde
U1443,Female,28,148,67,Hourglass,Fair,Straight,Brown
U1444,Female,29,167,51,Apple,Medium,Wavy,Black
U1445,Female,23,173,72,Hourglass,Fair,Curly,Blonde
U1446,Female,32,164,62,Pear,Fair,Wavy,Black
U1447,Female,32,148,70,Apple,Fair,Wavy,Blonde
U1448,Female,30,163,75,Rectangle,Fair,Curly,Brown
U1449,Female,34,148,49,Apple,Medium,Wavy,Black
U1450,Female,26,174,66,Pear,Medium,Straight,Brown
U1451,Female,20,161,47,Pear,Fair,Straight,Black
U1452,Female,24,151,53,Apple,Dark,Curly,Blonde
U1453,Female,32,146,58,Apple,Fair,Straight,Brown
U1454,Female,32,156,47,Hourglass,Fair,Curly,Brown
U1455,Female,22,154,45,Pear,Dark,Straight,Blonde
U1456,Female,31,159,55,Apple,Fair,Straight,Black
U1457,Female,23,173,51,Rectangle,Fair,Straight,Brown
U1458,Female,35,145,68,Apple,Medium,Curly,Blonde
U1459,Female,29,158,69,Hourglass,Medium,Wavy,Brown
U1460,Female,23,157,52,Rectangle,Fair,Straight,Black
U1461,Female,33,171,55,Rectangle,Dark,Wavy,Brown
U1462,Female,32,171,49,Rectangle,Dark,Wavy,Black
U1463,Female,35,159,63,Athletic,Fair,Wavy,Brown
U1464,Female,25,153,75,Apple,Fair,Straight,Blonde
U1465,Female,33,156,58,Rectangle,Dark,Straight,Brown
U1466,Female,18,173,55,Hourglass,Medium,Straight,Brown
U1467,Female,34,154,64,Apple,Fair,Curly,Black
U1468,Female,23,145,68,Pear,Medium,Curly,Blonde
U1469,Female,20,156,54,Hourglass,Medium,Curly,Blonde
U1470,Female,33,171,59,Hourglass,Fair,Straight,Black
U1471,Female,31,146,45,Rectangle,Fair,Wavy,Blonde
U1472,Female,33,154,62,Athletic,Dark,Wavy,Black
U1473,Female,31,165,74,Apple,Medium,Straight,Blonde
U1474,Female,28,175,45,Pear,Fair,Curly,Black
U1475,Female,20,163,73,Athletic,Dark,Curly,Black
U1476,Female,20,148,52,Hourglass,Fair,Straight,Blonde
U1477,Female,29,156,63,Hourglass,Medium,Wavy,Blonde
U1478,Female,27,173,63,Hourglass,Medium,Curly,Brown
U1479,Female,35,171,70,Athletic,Medium,Curly,Brown
U1480,Female,34,170,48,Athletic,Dark,Curly,Blonde
U1481,Female,19,161,62,Pear,Fair,Wavy,Black
U1482,Female,26,163,70,Pear,Fair,Straight,Blonde
U1483,Female,18,162,69,Pear,Dark,Straight,Brown
U1484,Female,19,166,68,Athletic,Medium,Straight,Black
U1485,Female,35,167,59,Rectangle,Medium,Wavy,Black
U1486,Female,18,160,70,Pear,Medium,Straight,Brown
U1487,Female,18,160,53,Rectangle,Fair,Curly,Brown
U1488,Female,25,156,68,Rectangle,Medium,Straight,Blonde
U1489,Female,22,173,73,Athletic,Fair,Wavy,Brown
U1490,Female,33,160,69,Rectangle,Fair,Curly,Brown
U1491,Female,18,159,55,Rectangle,Fair,Straight,Brown
U1492,Female,23,162,69,Rectangle,Dark,Straight,Blonde
U1493,Female,35,175,63,Apple,Medium,Curly,Brown
U1494,Female,28,151,68,Apple,Medium,Wavy,Brown
U1495,Female,35,174,62,Pear,Dark,Straight,Black
U1496,Female,18,152,53,Apple,Medium,Wavy,Black
U1497,Female,22,151,74,Hourglass,Fair,Straight,Brown
U1498,Female,27,145,73,Rectangle,Dark,Curly,Black
U1499,Female,23,145,67,Rectangle,Dark,Wavy,Brown
U1500,Female,24,169,45,Hourglass,Medium,Curly,Black
U1501,Female,31,165,46,Hourglass,Fair,Curly,Blonde
U1502,Female,19,153,56,Rectangle,Fair,Wavy,Blonde
U1503,Female,33,174,54,Rectangle,Dark,Straight,Blonde
U1504,Female,22,157,57,Rectangle,Dark,Curly,Brown
U1505,Female,28,161,75,Pear,Fair,Wavy,Blonde
U1506,Female,33,149,71,Apple,Fair,Straight,Blonde
U1507,Female,27,171,72,Rectangle,Fair,Straight,Black
U1508,Female,31,167,73,Pear,Medium,Wavy,Brown
U1509,Female,21,148,66,Apple,Dark,Straight,Black
U1510,Female,19,172,55,Rectangle,Fair,Curly,Black
U1511,Female,23,155,56,Hourglass,Fair,Straight,Black
U1512,Female,31,164,59,Hourglass,Dark,Straight,Brown
U1513,Female,20,150,52,Rectangle,Fair,Straight,Blonde
U1514,Female,22,156,48,Apple,Dark,Wavy,Blonde
U1515,Female,33,148,75,Athletic,Dark,Straight,Brown
U1516,Female,33,166,49,Rectangle,Fair,Curly,Black
U1517,Female,20,164,60,Athletic,Fair,Curly,Black
U1518,Female,27,163,74,Rectangle,Dark,Curly,Black
U1519,Female,28,156,49,Athletic,Fair,Wavy,Brown
U1520,Female,23,174,61,Athletic,Medium,Curly,Blonde
U1521,Female,34,152,73,Hourglass,Fair,Wavy,Blonde
U1522,Female,19,145,52,Rectangle,Dark,Curly,Blonde
U1523,Female,30,172,71,Apple,Medium,Curly,Brown
U1524,Female,20,167,55,Athletic,Dark,Straight,Brown
U1525,Female,31,166,55,Hourglass,Medium,Wavy,Black
U1526,Female,30,155,71,Rectangle,Fair,Straight,Brown
U1527,Female,34,175,48,Hourglass,Medium,Wavy,Black
U1528,Female,24,147,51,Athletic,Medium,Curly,Brown
U1529,Female,27,161,50,Pear,Medium,Curly,Black
U1530,Female,24,172,63,Pear,Medium,Wavy,Black
U1531,Female,29,154,74,Rectangle,Medium,Straight,Black
U1532,Female,25,174,45,Pear,Fair,Curly,Brown
U1533,Female,31,175,58,Rectangle,Fair,Curly,Brown
U1534,Female,28,161,61,Rectangle,Dark,Straight,Black
U1535,Female,28,175,54,Apple,Fair,Wavy,Black
U1536,Female,21,172,65,Athletic,Medium,Wavy,Black
U1537,Female,34,163,67,Apple,Fair,Wavy,Brown
U1538,Female,20,169,68,Apple,Dark,Wavy,Black
U1539,Female,33,163,49,Apple,Fair,Curly,Blonde
U1540,Female,28,175,69,Athletic,Medium,Straight,Black
U1541,Female,26,154,45,Athletic,Dark,Straight,Black
U1542,Female,28,168,46,Hourglass,Fair,Curly,Brown
U1543,Female,26,168,61,Rectangle,Dark,Straight,Brown
U1544,Female,33,157,45,Pear,Fair,Wavy,Black
U1545,Female,26,161,51,Hourglass,Fair,Curly,Blonde
U1546,Female,35,157,53,Hourglass,Medium,Curly,Black
U1547,Female,34,168,67,Athletic,Fair,Wavy,Black
U1548,Female,33,175,58,Rectangle,Fair,Curly,Black
U1549,Female,26,167,52,Pear,Dark,Curly,Black
U1550,Female,21,160,52,Apple,Fair,Wavy,Black
U1551,Female,19,167,61,Apple,Medium,Wavy,Brown
U1552,Female,19,162,49,Rectangle,Fair,Straight,Blonde
U1553,Female,22,162,65,Pear,Dark,Straight,Blonde
U1554,Female,19,150,54,Apple,Medium,Curly,Black
U1555,Female,29,175,60,Pear,Fair,Wavy,Black
U1556,Female,26,164,55,Athletic,Medium,Curly,Black
U1557,Female,21,145,64,Pear,Medium,Curly,Black
U1558,Female,29,172,69,Apple,Medium,Wavy,Black
U1559,Female,32,146,53,Hourglass,Dark,Wavy,Blonde
U1560,Female,34,163,66,Pear,Dark,Curly,Brown
U1561,Female,24,174,62,Rectangle,Medium,Curly,Blonde
U1562,Female,25,167,50,Apple,Fair,Straight,Black
U1563,Female,35,151,56,Rectangle,Dark,Curly,Black
U1564,Female,33,170,69,Athletic,Medium,Straight,Brown
U1565,Female,34,163,72,Pear,Medium,Wavy,Blonde
U1566,Female,24,159,60,Hourglass,Dark,Wavy,Brown
U1567,Female,18,158,50,Pear,Fair,Straight,Blonde
U1568,Female,32,168,69,Pear,Medium,Straight,Blonde
U1569,Female,35,162,70,Apple,Medium,Straight,Brown
U1570,Female,29,154,62,Athletic,Dark,Curly,Blonde
U1571,Female,27,168,56,Rectangle,Fair,Straight,Brown
U1572,Female,31,155,75,Apple,Dark,Wavy,Blonde
U1573,Female,30,154,47,Pear,Medium,Wavy,Blonde
U1574,Female,34,168,50,Pear,Dark,Curly,Black
U1575,Female,25,147,56,Apple,Fair,Curly,Blonde
U1576,Female,28,166,61,Apple,Fair,Curly,Blonde
U1577,Female,25,151,65,Pear,Fair,Wavy,Brown
U1578,Female,35,158,64,Rectangle,Medium,Wavy,Brown
U1579,Female,21,162,74,Apple,Dark,Wavy,Blonde
U1580,Female,21,167,54,Athletic,Medium,Straight,Brown
U1581,Female,34,171,49,Hourglass,Medium,Curly,Blonde
U1582,Female,31,175,66,Pear,Fair,Curly,Black
U1583,Female,22,175,64,Hourglass,Fair,Curly,Black
U1584,Female,34,149,52,Pear,Dark,Straight,Black
U1585,Female,33,145,48,Hourglass,Dark,Curly,Brown
U1586,Female,20,175,64,Pear,Fair,Straight,Blonde
U1587,Female,23,158,64,Athletic,Fair,Wavy,Black
U1588,Female,27,168,58,Athletic,Fair,Wavy,Black
U1589,Female,35,154,46,Athletic,Dark,Wavy,Blonde
U1590,Female,33,169,62,Pear,Fair,Wavy,Blonde
U1591,Female,18,167,56,Apple,Medium,Curly,Blonde
U1592,Female,21,154,48,Hourglass,Dark,Curly,Black
U1593,Female,32,158,51,Apple,Dark,Curly,Brown
U1594,Female,33,168,70,Hourglass,Dark,Straight,Blonde
U1595,Female,25,150,48,Athletic,Dark,Curly,Black
U1596,Female,20,152,72,Apple,Medium,Wavy,Brown
U1597,Female,22,170,66,Rectangle,Medium,Wavy,Brown
U1598,Female,29,165,60,Hourglass,Fair,Straight,Blonde
U1599,Female,26,155,51,Hourglass,Dark,Curly,Black
U1600,Female,22,146,71,Athletic,Dark,Straight,Blonde
U1601,Female,20,151,71,Apple,Medium,Wavy,Brown
U1602,Female,24,168,63,Rectangle,Dark,Wavy,Brown
U1603,Female,26,162,63,Rectangle,Medium,Curly,Blonde
U1604,Female,21,155,73,Pear,Fair,Straight,Blonde
U1605,Female,22,172,68,Apple,Medium,Curly,Brown
U1606,Female,24,155,53,Apple,Dark,Wavy,Black
U1607,Female,32,159,64,Hourglass,Fair,Straight,Blonde
U1608,Female,19,162,59,Hourglass,Medium,Straight,Black
U1609,Female,26,152,49,Apple,Fair,Curly,Blonde
U1610,Female,34,147,52,Apple,Dark,Straight,Brown
U1611,Female,29,156,50,Hourglass,Medium,Wavy,Blonde
U1612,Female,27,164,58,Athletic,Medium,Wavy,Black
U1613,Female,20,165,53,Apple,Medium,Curly,Black
U1614,Female,20,166,46,Pear,Dark,Straight,Brown
U1615,Female,25,168,47,Hourglass,Dark,Curly,Brown
U1616,Female,29,163,64,Athletic,Dark,Curly,Brown
U1617,Female,29,159,49,Pear,Medium,Straight,Black
U1618,Female,34,157,63,Rectangle,Dark,Straight,Brown
U1619,Female,18,168,63,Rectangle,Medium,Wavy,Black
U1620,Female,25,152,53,Apple,Medium,Curly,Black
U1621,Female,18,171,52,Hourglass,Medium,Straight,Brown
U1622,Female,31,146,63,Apple,Fair,Wavy,Brown
U1623,Female,23,151,46,Apple,Dark,Straight,Black
U1624,Female,26,173,72,Hourglass,Fair,Straight,Blonde
U1625,Female,31,162,46,Pear,Medium,Wavy,Blonde
U1626,Female,30,155,66,Hourglass,Dark,Straight,Blonde
U1627,Female,21,173,61,Athletic,Dark,Wavy,Black
U1628,Female,22,169,57,Hourglass,Fair,Curly,Brown
U1629,Female,23,148,48,Athletic,Fair,Wavy,Black
U1630,Female,18,169,71,Hourglass,Dark,Wavy,Blonde
U1631,Female,26,159,67,Rectangle,Fair,Straight,Blonde
U1632,Female,25,167,49,Pear,Medium,Straight,Blonde
U1633,Female,33,155,68,Apple,Medium,Wavy,Black
U1634,Female,23,148,69,Apple,Fair,Wavy,Blonde
U1635,Female,35,160,75,Hourglass,Fair,Wavy,Brown
U1636,Female,24,167,57,Apple,Dark,Wavy,Brown
U1637,Female,34,154,54,Athletic,Fair,Wavy,Brown
U1638,Female,24,152,46,Rectangle,Medium,Straight,Blonde
U1639,Female,21,170,59,Apple,Medium,Straight,Black
U1640,Female,31,161,70,Rectangle,Dark,Curly,Brown
U1641,Female,29,151,49,Hourglass,Dark,Curly,Brown
U1642,Female,31,155,50,Athletic,Fair,Wavy,Blonde
U1643,Female,26,166,64,Rectangle,Medium,Wavy,Blonde
U1644,Female,34,157,48,Hourglass,Fair,Curly,Black
U1645,Female,33,170,46,Pear,Medium,Curly,Brown
U1646,Female,26,145,55,Athletic,Fair,Curly,Brown
U1647,Female,23,172,48,Athletic,Medium,Straight,Brown
U1648,Female,27,173,65,Pear,Dark,Curly,Brown
U1649,Female,24,168,54,Apple,Fair,Curly,Blonde
U1650,Female,31,150,50,Hourglass,Medium,Straight,Brown
U1651,Female,22,164,59,Pear,Fair,Wavy,Blonde
U1652,Female,20,161,63,Athletic,Fair,Wavy,Black
U1653,Female,23,166,55,Athletic,Fair,Curly,Blonde
U1654,Female,24,174,54,Pear,Dark,Curly,Brown
U1655,Female,24,154,59,Pear,Dark,Straight,Brown
U1656,Female,20,147,65,Apple,Medium,Wavy,Blonde
U1657,Female,21,172,71,Athletic,Fair,Straight,Brown
U1658,Female,29,165,45,Hourglass,Dark,Wavy,Black
U1659,Female,31,170,59,Athletic,Fair,Straight,Brown
U1660,Female,24,172,53,Rectangle,Dark,Wavy,Brown
U1661,Female,19,163,64,Hourglass,Dark,Straight,Brown
U1662,Female,19,160,70,Athletic,Fair,Wavy,Brown
U1663,Female,26,154,53,Rectangle,Fair,Curly,Black
U1664,Female,21,172,52,Pear,Dark,Curly,Black
U1665,Female,28,170,66,Athletic,Fair,Curly,Blonde
U1666,Female,26,161,71,Rectangle,Medium,Wavy,Brown
U1667,Female,21,173,64,Apple,Dark,Straight,Brown
U1668,Female,33,151,56,Apple,Medium,Curly,Blonde
U1669,Female,19,156,70,Rectangle,Fair,Curly,Black
U1670,Female,23,155,56,Rectangle,Medium,Curly,Brown
U1671,Female,28,154,66,Pear,Fair,Straight,Brown
U1672,Female,24,171,75,Apple,Medium,Curly,Brown
U1673,Female,18,160,65,Athletic,Dark,Wavy,Blonde
U1674,Female,27,149,50,Athletic,Fair,Curly,Black
U1675,Female,34,149,65,Athletic,Medium,Straight,Brown
U1676,Female,35,149,52,Apple,Medium,Wavy,Brown
U1677,Female,31,163,69,Rectangle,Dark,Curly,Blonde
U1678,Female,25,155,50,Pear,Medium,Wavy,Brown
U1679,Female,27,160,74,Rectangle,Fair,Wavy,Brown
U1680,Female,28,170,58,Athletic,Fair,Wavy,Brown
U1681,Female,24,167,66,Apple,Dark,Straight,Black
U1682,Female,23,152,55,Pear,Medium,Straight,Brown
U1683,Female,22,162,58,Pear,Dark,Wavy,Brown
U1684,Female,33,164,70,Apple,Fair,Wavy,Blonde
U1685,Female,20,154,58,Apple,Medium,Wavy,Black
U1686,Female,31,152,58,Pear,Fair,Curly,Brown
U1687,Female,24,147,57,Hourglass,Fair,Curly,Black
U1688,Female,23,146,58,Rectangle,Fair,Straight,Brown
U1689,Female,28,145,73,Apple,Medium,Wavy,Blonde
U1690,Female,33,148,46,Apple,Medium,Wavy,Blonde
U1691,Female,23,147,61,Athletic,Dark,Curly,Blonde
U1692,Female,29,167,57,Apple,Dark,Straight,Black
U1693,Female,33,162,45,Athletic,Medium,Curly,Black
U1694,Female,20,162,71,Rectangle,Dark,Straight,Blonde
U1695,Female,21,174,63,Pear,Fair,Straight,Black
U1696,Female,27,163,71,Hourglass,Dark,Straight,Brown
U1697,Female,26,173,67,Hourglass,Medium,Wavy,Black
U1698,Female,30,173,68,Rectangle,Dark,Curly,Brown
U1699,Female,35,145,54,Pear,Dark,Curly,Blonde
U1700,Female,27,157,75,Rectangle,Dark,Wavy,Blonde
U1701,Female,32,147,69,Athletic,Fair,Wavy,Brown
U1702,Female,24,161,64,Rectangle,Dark,Wavy,Blonde
U1703,Female,24,145,47,Apple,Fair,Wavy,Blonde
U1704,Female,21,156,60,Pear,Dark,Curly,Black
U1705,Female,34,152,57,Pear,Dark,Straight,Brown
U1706,Female,25,162,61,Apple,Dark,Straight,Brown
U1707,Female,26,167,56,Apple,Fair,Wavy,Brown
U1708,Female,24,147,63,Apple,Fair,Wavy,Brown
U1709,Female,35,175,64,Pear,Medium,Curly,Blonde
U1710,Female,34,167,52,Hourglass,Dark,Wavy,Brown
U1711,Female,29,174,65,Rectangle,Fair,Straight,Brown
U1712,Female,34,152,74,Rectangle,Fair,Straight,Brown
U1713,Female,19,157,71,Athletic,Medium,Straight,Brown
U1714,Female,31,168,56,Apple,Medium,Wavy,Black
U1715,Female,20,163,68,Hourglass,Fair,Straight,Black
U1716,Female,25,174,56,Rectangle,Medium,Curly,Brown
U1717,Female,30,169,50,Athletic,Fair,Curly,Black
U1718,Female,28,175,67,Athletic,Medium,Curly,Blonde
U1719,Female,18,175,47,Apple,Dark,Curly,Blonde
U1720,Female,31,167,51,Rectangle,Medium,Wavy,Blonde
U1721,Female,20,151,64,Athletic,Medium,Curly,Brown
U1722,Female,35,150,68,Rectangle,Fair,Straight,Brown
U1723,Female,33,156,60,Hourglass,Fair,Straight,Black
U1724,Female,32,149,71,Hourglass,Fair,Wavy,Brown
U1725,Female,32,175,46,Pear,Fair,Wavy,Blonde
U1726,Female,24,163,72,Apple,Dark,Straight,Brown
U1727,Female,25,165,47,Pear,Dark,Straight,Black
U1728,Female,32,146,58,Apple,Dark,Curly,Brown
U1729,Female,34,158,67,Athletic,Fair,Wavy,Brown
U1730,Female,28,166,57,Hourglass,Medium,Curly,Blonde
U1731,Female,29,163,71,Hourglass,Medium,Curly,Black
U1732,Female,18,158,73,Athletic,Medium,Curly,Black
U1733,Female,31,169,74,Apple,Dark,Wavy,Black
U1734,Female,19,151,46,Rectangle,Dark,Wavy,Blonde
U1735,Female,25,148,46,Rectangle,Medium,Wavy,Black
U1736,Female,19,145,53,Rectangle,Dark,Straight,Black
U1737,Female,23,145,73,Athletic,Medium,Straight,Black
U1738,Female,18,145,52,Apple,Medium,Straight,Brown
U1739,Female,27,173,46,Apple,Dark,Curly,Blonde
U1740,Female,29,154,58,Athletic,Dark,Straight,Blonde
U1741,Female,34,161,73,Rectangle,Fair,Curly,Black
U1742,Female,25,165,58,Pear,Medium,Wavy,Black
U1743,Female,29,161,73,Rectangle,Dark,Curly,Blonde
U1744,Female,28,172,59,Rectangle,Dark,Wavy,Blonde
U1745,Female,22,145,67,Hourglass,Medium,Curly,Blonde
U1746,Female,24,159,73,Athletic,Fair,Curly,Blonde
U1747,Female,30,154,60,Pear,Medium,Straight,Black
U1748,Female,27,174,65,Athletic,Medium,Curly,Black
U1749,Female,30,160,71,Rectangle,Medium,Wavy,Black
U1750,Female,21,163,47,Apple,Fair,Straight,Black
U1751,Female,32,157,68,Rectangle,Medium,Straight,Black
U1752,Female,18,150,73,Pear,Dark,Wavy,Black
U1753,Female,21,155,57,Apple,Dark,Straight,Blonde
U1754,Female,32,169,45,Rectangle,Medium,Curly,Black
U1755,Female,19,166,65,Hourglass,Medium,Curly,Black
U1756,Female,30,147,65,Pear,Dark,Wavy,Brown
U1757,Female,34,157,62,Pear,Medium,Wavy,Black
U1758,Female,35,163,75,Hourglass,Medium,Curly,Brown
U1759,Female,25,149,60,Rectangle,Fair,Straight,Black
U1760,Female,21,152,72,Athletic,Dark,Curly,Blonde
U1761,Female,32,171,54,Apple,Medium,Wavy,Black
U1762,Female,26,165,48,Rectangle,Dark,Straight,Brown
U1763,Female,29,155,69,Athletic,Medium,Wavy,Brown
U1764,Female,25,161,75,Pear,Medium,Curly,Black
U1765,Female,18,171,66,Rectangle,Fair,Straight,Blonde
U1766,Female,32,154,56,Athletic,Dark,Straight,Brown
U1767,Female,18,158,66,Rectangle,Medium,Straight,Black
U1768,Female,29,156,65,Apple,Medium,Curly,Blonde
U1769,Female,23,171,66,Athletic,Fair,Curly,Blonde
U1770,Female,29,164,51,Apple,Medium,Straight,Blonde
U1771,Female,18,145,49,Apple,Fair,Straight,Black
U1772,Female,21,154,63,Athletic,Medium,Curly,Black
U1773,Female,34,146,48,Hourglass,Fair,Curly,Blonde
U1774,Female,32,149,63,Apple,Medium,Straight,Brown
U1775,Female,23,156,53,Pear,Fair,Wavy,Black
U1776,Female,20,174,54,Hourglass,Dark,Curly,Black
U1777,Female,22,166,45,Pear,Medium,Wavy,Blonde
U1778,Female,32,149,75,Apple,Dark,Curly,Brown
U1779,Female,24,147,57,Athletic,Fair,Straight,Brown
U1780,Female,29,170,57,Athletic,Dark,Curly,Brown
U1781,Female,19,155,71,Hourglass,Medium,Wavy,Blonde
U1782,Female,33,165,46,Hourglass,Fair,Wavy,Black
U1783,Female,25,153,66,Hourglass,Fair,Straight,Blonde
U1784,Female,35,169,73,Rectangle,Medium,Curly,Black
U1785,Female,31,155,49,Pear,Fair,Straight,Brown
U1786,Female,34,166,53,Hourglass,Medium,Wavy,Blonde
U1787,Female,26,150,58,Pear,Dark,Straight,Blonde
U1788,Female,27,149,65,Apple,Dark,Wavy,Brown
U1789,Female,34,164,70,Rectangle,Fair,Straight,Black
U1790,Female,26,173,49,Pear,Medium,Straight,Brown
U1791,Female,18,170,59,Apple,Dark,Straight,Blonde
U1792,Female,24,165,74,Athletic,Fair,Curly,Black
U1793,Female,31,160,45,Hourglass,Dark,Wavy,Black
U1794,Female,33,167,51,Hourglass,Dark,Wavy,Blonde
U1795,Female,34,163,54,Hourglass,Fair,Curly,Blonde
U1796,Female,22,171,47,Pear,Medium,Straight,Brown
U1797,Female,28,149,75,Apple,Fair,Wavy,Blonde
U1798,Female,31,174,72,Rectangle,Fair,Straight,Blonde
U1799,Female,22,161,48,Athletic,Dark,Curly,Blonde
U1800,Female,24,168,49,Athletic,Fair,Straight,Brown
U1801,Female,20,169,58,Hourglass,Fair,Curly,Blonde
U1802,Female,22,158,48,Hourglass,Dark,Wavy,Blonde
U1803,Female,24,165,56,Hourglass,Fair,Straight,Blonde
U1804,Female,34,164,63,Athletic,Fair,Wavy,Black
U1805,Female,35,173,61,Rectangle,Dark,Straight,Blonde
U1806,Female,31,161,57,Pear,Medium,Curly,Blonde
U1807,Female,28,171,57,Rectangle,Dark,Straight,Blonde
U1808,Female,29,174,49,Hourglass,Medium,Wavy,Brown
U1809,Female,18,170,57,Rectangle,Dark,Wavy,Black
U1810,Female,21,166,69,Rectangle,Fair,Curly,Blonde
U1811,Female,33,172,58,Pear,Fair,Straight,Black
U1812,Female,31,172,67,Athletic,Fair,Curly,Blonde
U1813,Female,27,162,47,Hourglass,Fair,Wavy,Blonde
U1814,Female,34,171,46,Hourglass,Dark,Straight,Brown
U1815,Female,24,161,67,Hourglass,Fair,Straight,Black
U1816,Female,24,154,72,Rectangle,Medium,Straight,Brown
